Iteration,Type,Sentence,Category,Correct Response
16,simple_pos,"In the list of emoji sets: {'🐖', '🐒'}, {'🐖'}, {'🐖', '🐕'}, {'🐕'}, {'🐕', '🐒'}, {'🐒'}, which sets have a pig?",experimental,"[{'🐖', '🐒'}, {'🐖'}, {'🐖', '🐕'}]"
16,simple_neg,"In the list of emoji sets: {'🐖', '🐒'}, {'🐖'}, {'🐖', '🐕'}, {'🐕'}, {'🐕', '🐒'}, {'🐒'}, which sets do not have a pig?",experimental,"[{'🐕'}, {'🐕', '🐒'}, {'🐒'}]"
16,simple_pos_dis,"In the list of emoji sets: {'🐖', '🐒'}, {'🐖'}, {'🐖', '🐕'}, {'🐕'}, {'🐕', '🐒'}, {'🐒'}, which sets have a pig or monkey?",experimental,"([{'🐖', '🐒'}, {'🐖'}, {'🐖', '🐕'}, {'🐕', '🐒'}, {'🐒'}], [{'🐖'}, {'🐖', '🐕'}, {'🐕', '🐒'}, {'🐒'}])"
16,comp_pos_dis,"In the list of emoji sets: {'🐖', '🐒'}, {'🐖'}, {'🐖', '🐕'}, {'🐕'}, {'🐕', '🐒'}, {'🐒'}, which sets have either a pig or dog?",experimental,"([{'🐖', '🐒'}, {'🐖'}, {'🐕'}, {'🐕', '🐒'}], [{'🐖', '🐒'}, {'🐖'}, {'🐖', '🐕'}, {'🐕'}, {'🐕', '🐒'}])"
16,simple_neg_dis,"In the list of emoji sets: {'🐖', '🐒'}, {'🐖'}, {'🐖', '🐕'}, {'🐕'}, {'🐕', '🐒'}, {'🐒'}, which sets do not have a pig or monkey?",experimental,"([{'🐕'}], [{'🐖'}, {'🐖', '🐕'}, {'🐕'}, {'🐕', '🐒'}, {'🐒'}])"
16,comp_neg_dis,"In the list of emoji sets: {'🐖', '🐒'}, {'🐖'}, {'🐖', '🐕'}, {'🐕'}, {'🐕', '🐒'}, {'🐒'}, which sets do not have either a dog or monkey?",experimental,"([{'🐖'}, {'🐕', '🐒'}], [{'🐖'}])"
16,simple_neg_conj,"In the list of emoji sets: {'🐖', '🐒'}, {'🐖'}, {'🐖', '🐕'}, {'🐕'}, {'🐕', '🐒'}, {'🐒'}, which sets do not have a monkey and dog?",experimental,"([{'🐖', '🐒'}, {'🐖'}, {'🐖', '🐕'}, {'🐕'}, {'🐒'}], [{'🐖'}])"
16,inc_dis,"In the list of emoji sets: {'🐖', '🐒'}, {'🐖'}, {'🐖', '🐕'}, {'🐕'}, {'🐕', '🐒'}, {'🐒'}, which sets have a pig or dog or both?",control,"[{'🐖', '🐒'}, {'🐖'}, {'🐖', '🐕'}, {'🐕'}, {'🐕', '🐒'}]"
16,ex_dis,"In the list of emoji sets: {'🐖', '🐒'}, {'🐖'}, {'🐖', '🐕'}, {'🐕'}, {'🐕', '🐒'}, {'🐒'}, which sets have a monkey or pig, but not both?",control,"[{'🐖'}, {'🐖', '🐕'}, {'🐕', '🐒'}, {'🐒'}]"
16,comp_neg,"In the list of emoji sets: {'🐖', '🐒'}, {'🐖'}, {'🐖', '🐕'}, {'🐕'}, {'🐕', '🐒'}, {'🐒'}, which sets have neither a monkey nor pig?",control,[{'🐕'}]
16,simple_pos_conj,"In the list of emoji sets: {'🐖', '🐒'}, {'🐖'}, {'🐖', '🐕'}, {'🐕'}, {'🐕', '🐒'}, {'🐒'}, which sets have a monkey and pig?",control,"[{'🐖', '🐒'}]"
16,comp_neg_conj,"In the list of emoji sets: {'🐖', '🐒'}, {'🐖'}, {'🐖', '🐕'}, {'🐕'}, {'🐕', '🐒'}, {'🐒'}, which sets do not have both a dog and monkey?",control,"([{'🐖', '🐒'}, {'🐖'}, {'🐖', '🐕'}, {'🐕'}, {'🐒'}], [{'🐖'}])"
17,simple_pos,"In the list of emoji sets: {'🦝'}, {'🐈'}, {'🦨'}, {'🐈', '🦝'}, {'🐈', '🦨'}, {'🦝', '🦨'}, which sets have a cat?",experimental,"[{'🐈'}, {'🐈', '🦝'}, {'🐈', '🦨'}]"
17,simple_neg,"In the list of emoji sets: {'🦝'}, {'🐈'}, {'🦨'}, {'🐈', '🦝'}, {'🐈', '🦨'}, {'🦝', '🦨'}, which sets do not have a racoon?",experimental,"[{'🐈'}, {'🦨'}, {'🐈', '🦨'}]"
17,simple_pos_dis,"In the list of emoji sets: {'🦝'}, {'🐈'}, {'🦨'}, {'🐈', '🦝'}, {'🐈', '🦨'}, {'🦝', '🦨'}, which sets have a racoon or cat?",experimental,"([{'🦝'}, {'🐈'}, {'🐈', '🦝'}, {'🐈', '🦨'}, {'🦝', '🦨'}], [{'🦝'}, {'🐈'}, {'🐈', '🦨'}, {'🦝', '🦨'}])"
17,comp_pos_dis,"In the list of emoji sets: {'🦝'}, {'🐈'}, {'🦨'}, {'🐈', '🦝'}, {'🐈', '🦨'}, {'🦝', '🦨'}, which sets have either a skunk or racoon?",experimental,"([{'🦝'}, {'🦨'}, {'🐈', '🦝'}, {'🐈', '🦨'}], [{'🦝'}, {'🦨'}, {'🐈', '🦝'}, {'🐈', '🦨'}, {'🦝', '🦨'}])"
17,simple_neg_dis,"In the list of emoji sets: {'🦝'}, {'🐈'}, {'🦨'}, {'🐈', '🦝'}, {'🐈', '🦨'}, {'🦝', '🦨'}, which sets do not have a racoon or skunk?",experimental,"([{'🐈'}], [{'🦝'}, {'🐈'}, {'🦨'}, {'🐈', '🦝'}, {'🐈', '🦨'}])"
17,comp_neg_dis,"In the list of emoji sets: {'🦝'}, {'🐈'}, {'🦨'}, {'🐈', '🦝'}, {'🐈', '🦨'}, {'🦝', '🦨'}, which sets do not have either a skunk or cat?",experimental,"([{'🦝'}, {'🐈', '🦨'}], [{'🦝'}])"
17,simple_neg_conj,"In the list of emoji sets: {'🦝'}, {'🐈'}, {'🦨'}, {'🐈', '🦝'}, {'🐈', '🦨'}, {'🦝', '🦨'}, which sets do not have a cat and racoon?",experimental,"([{'🦝'}, {'🐈'}, {'🦨'}, {'🐈', '🦨'}, {'🦝', '🦨'}], [{'🦨'}])"
17,inc_dis,"In the list of emoji sets: {'🦝'}, {'🐈'}, {'🦨'}, {'🐈', '🦝'}, {'🐈', '🦨'}, {'🦝', '🦨'}, which sets have a racoon or skunk or both?",control,"[{'🦝'}, {'🦨'}, {'🐈', '🦝'}, {'🐈', '🦨'}, {'🦝', '🦨'}]"
17,ex_dis,"In the list of emoji sets: {'🦝'}, {'🐈'}, {'🦨'}, {'🐈', '🦝'}, {'🐈', '🦨'}, {'🦝', '🦨'}, which sets have a skunk or racoon, but not both?",control,"[{'🦝'}, {'🦨'}, {'🐈', '🦝'}, {'🐈', '🦨'}]"
17,comp_neg,"In the list of emoji sets: {'🦝'}, {'🐈'}, {'🦨'}, {'🐈', '🦝'}, {'🐈', '🦨'}, {'🦝', '🦨'}, which sets have neither a racoon nor skunk?",control,[{'🐈'}]
17,simple_pos_conj,"In the list of emoji sets: {'🦝'}, {'🐈'}, {'🦨'}, {'🐈', '🦝'}, {'🐈', '🦨'}, {'🦝', '🦨'}, which sets have a racoon and skunk?",control,"[{'🦝', '🦨'}]"
17,comp_neg_conj,"In the list of emoji sets: {'🦝'}, {'🐈'}, {'🦨'}, {'🐈', '🦝'}, {'🐈', '🦨'}, {'🦝', '🦨'}, which sets do not have both a cat and racoon?",control,"([{'🦝'}, {'🐈'}, {'🦨'}, {'🐈', '🦨'}, {'🦝', '🦨'}], [{'🦨'}])"
18,simple_pos,"In the list of emoji sets: {'🐈', '🦍'}, {'🐈'}, {'🐈', '🦁'}, {'🦍'}, {'🦁'}, {'🦁', '🦍'}, which sets have a gorilla?",experimental,"[{'🐈', '🦍'}, {'🦍'}, {'🦁', '🦍'}]"
18,simple_neg,"In the list of emoji sets: {'🐈', '🦍'}, {'🐈'}, {'🐈', '🦁'}, {'🦍'}, {'🦁'}, {'🦁', '🦍'}, which sets do not have a cat?",experimental,"[{'🦍'}, {'🦁'}, {'🦁', '🦍'}]"
18,simple_pos_dis,"In the list of emoji sets: {'🐈', '🦍'}, {'🐈'}, {'🐈', '🦁'}, {'🦍'}, {'🦁'}, {'🦁', '🦍'}, which sets have a gorilla or lion?",experimental,"([{'🐈', '🦍'}, {'🐈', '🦁'}, {'🦍'}, {'🦁'}, {'🦁', '🦍'}], [{'🐈', '🦍'}, {'🐈', '🦁'}, {'🦍'}, {'🦁'}])"
18,comp_pos_dis,"In the list of emoji sets: {'🐈', '🦍'}, {'🐈'}, {'🐈', '🦁'}, {'🦍'}, {'🦁'}, {'🦁', '🦍'}, which sets have either a gorilla or cat?",experimental,"([{'🐈'}, {'🐈', '🦁'}, {'🦍'}, {'🦁', '🦍'}], [{'🐈', '🦍'}, {'🐈'}, {'🐈', '🦁'}, {'🦍'}, {'🦁', '🦍'}])"
18,simple_neg_dis,"In the list of emoji sets: {'🐈', '🦍'}, {'🐈'}, {'🐈', '🦁'}, {'🦍'}, {'🦁'}, {'🦁', '🦍'}, which sets do not have a cat or lion?",experimental,"([{'🦍'}], [{'🐈', '🦍'}, {'🐈'}, {'🦍'}, {'🦁'}, {'🦁', '🦍'}])"
18,comp_neg_dis,"In the list of emoji sets: {'🐈', '🦍'}, {'🐈'}, {'🐈', '🦁'}, {'🦍'}, {'🦁'}, {'🦁', '🦍'}, which sets do not have either a cat or gorilla?",experimental,"([{'🐈', '🦍'}, {'🦁'}], [{'🦁'}])"
18,simple_neg_conj,"In the list of emoji sets: {'🐈', '🦍'}, {'🐈'}, {'🐈', '🦁'}, {'🦍'}, {'🦁'}, {'🦁', '🦍'}, which sets do not have a gorilla and cat?",experimental,"([{'🐈'}, {'🐈', '🦁'}, {'🦍'}, {'🦁'}, {'🦁', '🦍'}], [{'🦁'}])"
18,inc_dis,"In the list of emoji sets: {'🐈', '🦍'}, {'🐈'}, {'🐈', '🦁'}, {'🦍'}, {'🦁'}, {'🦁', '🦍'}, which sets have a gorilla or lion or both?",control,"[{'🐈', '🦍'}, {'🐈', '🦁'}, {'🦍'}, {'🦁'}, {'🦁', '🦍'}]"
18,ex_dis,"In the list of emoji sets: {'🐈', '🦍'}, {'🐈'}, {'🐈', '🦁'}, {'🦍'}, {'🦁'}, {'🦁', '🦍'}, which sets have a cat or lion, but not both?",control,"[{'🐈', '🦍'}, {'🐈'}, {'🦁'}, {'🦁', '🦍'}]"
18,comp_neg,"In the list of emoji sets: {'🐈', '🦍'}, {'🐈'}, {'🐈', '🦁'}, {'🦍'}, {'🦁'}, {'🦁', '🦍'}, which sets have neither a lion nor cat?",control,[{'🦍'}]
18,simple_pos_conj,"In the list of emoji sets: {'🐈', '🦍'}, {'🐈'}, {'🐈', '🦁'}, {'🦍'}, {'🦁'}, {'🦁', '🦍'}, which sets have a gorilla and lion?",control,"[{'🦁', '🦍'}]"
18,comp_neg_conj,"In the list of emoji sets: {'🐈', '🦍'}, {'🐈'}, {'🐈', '🦁'}, {'🦍'}, {'🦁'}, {'🦁', '🦍'}, which sets do not have both a cat and gorilla?",control,"([{'🐈'}, {'🐈', '🦁'}, {'🦍'}, {'🦁'}, {'🦁', '🦍'}], [{'🦁'}])"
19,simple_pos,"In the list of emoji sets: {'🦝'}, {'🦝', '🦍'}, {'🦝', '🐎'}, {'🦍', '🐎'}, {'🦍'}, {'🐎'}, which sets have a horse?",experimental,"[{'🦝', '🐎'}, {'🦍', '🐎'}, {'🐎'}]"
19,simple_neg,"In the list of emoji sets: {'🦝'}, {'🦝', '🦍'}, {'🦝', '🐎'}, {'🦍', '🐎'}, {'🦍'}, {'🐎'}, which sets do not have a horse?",experimental,"[{'🦝'}, {'🦝', '🦍'}, {'🦍'}]"
19,simple_pos_dis,"In the list of emoji sets: {'🦝'}, {'🦝', '🦍'}, {'🦝', '🐎'}, {'🦍', '🐎'}, {'🦍'}, {'🐎'}, which sets have a gorilla or horse?",experimental,"([{'🦝', '🦍'}, {'🦝', '🐎'}, {'🦍', '🐎'}, {'🦍'}, {'🐎'}], [{'🦝', '🦍'}, {'🦝', '🐎'}, {'🦍'}, {'🐎'}])"
19,comp_pos_dis,"In the list of emoji sets: {'🦝'}, {'🦝', '🦍'}, {'🦝', '🐎'}, {'🦍', '🐎'}, {'🦍'}, {'🐎'}, which sets have either a gorilla or racoon?",experimental,"([{'🦝'}, {'🦝', '🐎'}, {'🦍', '🐎'}, {'🦍'}], [{'🦝'}, {'🦝', '🦍'}, {'🦝', '🐎'}, {'🦍', '🐎'}, {'🦍'}])"
19,simple_neg_dis,"In the list of emoji sets: {'🦝'}, {'🦝', '🦍'}, {'🦝', '🐎'}, {'🦍', '🐎'}, {'🦍'}, {'🐎'}, which sets do not have a horse or gorilla?",experimental,"([{'🦝'}], [{'🦝'}, {'🦝', '🦍'}, {'🦝', '🐎'}, {'🦍'}, {'🐎'}])"
19,comp_neg_dis,"In the list of emoji sets: {'🦝'}, {'🦝', '🦍'}, {'🦝', '🐎'}, {'🦍', '🐎'}, {'🦍'}, {'🐎'}, which sets do not have either a racoon or gorilla?",experimental,"([{'🦝', '🦍'}, {'🐎'}], [{'🐎'}])"
19,simple_neg_conj,"In the list of emoji sets: {'🦝'}, {'🦝', '🦍'}, {'🦝', '🐎'}, {'🦍', '🐎'}, {'🦍'}, {'🐎'}, which sets do not have a horse and racoon?",experimental,"([{'🦝'}, {'🦝', '🦍'}, {'🦍', '🐎'}, {'🦍'}, {'🐎'}], [{'🦍'}])"
19,inc_dis,"In the list of emoji sets: {'🦝'}, {'🦝', '🦍'}, {'🦝', '🐎'}, {'🦍', '🐎'}, {'🦍'}, {'🐎'}, which sets have a gorilla or racoon or both?",control,"[{'🦝'}, {'🦝', '🦍'}, {'🦝', '🐎'}, {'🦍', '🐎'}, {'🦍'}]"
19,ex_dis,"In the list of emoji sets: {'🦝'}, {'🦝', '🦍'}, {'🦝', '🐎'}, {'🦍', '🐎'}, {'🦍'}, {'🐎'}, which sets have a racoon or gorilla, but not both?",control,"[{'🦝'}, {'🦝', '🐎'}, {'🦍', '🐎'}, {'🦍'}]"
19,comp_neg,"In the list of emoji sets: {'🦝'}, {'🦝', '🦍'}, {'🦝', '🐎'}, {'🦍', '🐎'}, {'🦍'}, {'🐎'}, which sets have neither a racoon nor horse?",control,[{'🦍'}]
19,simple_pos_conj,"In the list of emoji sets: {'🦝'}, {'🦝', '🦍'}, {'🦝', '🐎'}, {'🦍', '🐎'}, {'🦍'}, {'🐎'}, which sets have a horse and racoon?",control,"[{'🦝', '🐎'}]"
19,comp_neg_conj,"In the list of emoji sets: {'🦝'}, {'🦝', '🦍'}, {'🦝', '🐎'}, {'🦍', '🐎'}, {'🦍'}, {'🐎'}, which sets do not have both a gorilla and racoon?",control,"([{'🦝'}, {'🦝', '🐎'}, {'🦍', '🐎'}, {'🦍'}, {'🐎'}], [{'🐎'}])"
20,simple_pos,"In the list of emoji sets: {'🦊'}, {'🦊', '🐕'}, {'🦍'}, {'🐕'}, {'🦊', '🦍'}, {'🐕', '🦍'}, which sets have a fox?",experimental,"[{'🦊'}, {'🦊', '🐕'}, {'🦊', '🦍'}]"
20,simple_neg,"In the list of emoji sets: {'🦊'}, {'🦊', '🐕'}, {'🦍'}, {'🐕'}, {'🦊', '🦍'}, {'🐕', '🦍'}, which sets do not have a gorilla?",experimental,"[{'🦊'}, {'🦊', '🐕'}, {'🐕'}]"
20,simple_pos_dis,"In the list of emoji sets: {'🦊'}, {'🦊', '🐕'}, {'🦍'}, {'🐕'}, {'🦊', '🦍'}, {'🐕', '🦍'}, which sets have a dog or fox?",experimental,"([{'🦊'}, {'🦊', '🐕'}, {'🐕'}, {'🦊', '🦍'}, {'🐕', '🦍'}], [{'🦊'}, {'🐕'}, {'🦊', '🦍'}, {'🐕', '🦍'}])"
20,comp_pos_dis,"In the list of emoji sets: {'🦊'}, {'🦊', '🐕'}, {'🦍'}, {'🐕'}, {'🦊', '🦍'}, {'🐕', '🦍'}, which sets have either a dog or fox?",experimental,"([{'🦊'}, {'🐕'}, {'🦊', '🦍'}, {'🐕', '🦍'}], [{'🦊'}, {'🦊', '🐕'}, {'🐕'}, {'🦊', '🦍'}, {'🐕', '🦍'}])"
20,simple_neg_dis,"In the list of emoji sets: {'🦊'}, {'🦊', '🐕'}, {'🦍'}, {'🐕'}, {'🦊', '🦍'}, {'🐕', '🦍'}, which sets do not have a dog or fox?",experimental,"([{'🦍'}], [{'🦊'}, {'🦍'}, {'🐕'}, {'🦊', '🦍'}, {'🐕', '🦍'}])"
20,comp_neg_dis,"In the list of emoji sets: {'🦊'}, {'🦊', '🐕'}, {'🦍'}, {'🐕'}, {'🦊', '🦍'}, {'🐕', '🦍'}, which sets do not have either a dog or gorilla?",experimental,"([{'🦊'}, {'🐕', '🦍'}], [{'🦊'}])"
20,simple_neg_conj,"In the list of emoji sets: {'🦊'}, {'🦊', '🐕'}, {'🦍'}, {'🐕'}, {'🦊', '🦍'}, {'🐕', '🦍'}, which sets do not have a dog and gorilla?",experimental,"([{'🦊'}, {'🦊', '🐕'}, {'🦍'}, {'🐕'}, {'🦊', '🦍'}], [{'🦊'}])"
20,inc_dis,"In the list of emoji sets: {'🦊'}, {'🦊', '🐕'}, {'🦍'}, {'🐕'}, {'🦊', '🦍'}, {'🐕', '🦍'}, which sets have a dog or gorilla or both?",control,"[{'🦊', '🐕'}, {'🦍'}, {'🐕'}, {'🦊', '🦍'}, {'🐕', '🦍'}]"
20,ex_dis,"In the list of emoji sets: {'🦊'}, {'🦊', '🐕'}, {'🦍'}, {'🐕'}, {'🦊', '🦍'}, {'🐕', '🦍'}, which sets have a fox or dog, but not both?",control,"[{'🦊'}, {'🐕'}, {'🦊', '🦍'}, {'🐕', '🦍'}]"
20,comp_neg,"In the list of emoji sets: {'🦊'}, {'🦊', '🐕'}, {'🦍'}, {'🐕'}, {'🦊', '🦍'}, {'🐕', '🦍'}, which sets have neither a dog nor gorilla?",control,[{'🦊'}]
20,simple_pos_conj,"In the list of emoji sets: {'🦊'}, {'🦊', '🐕'}, {'🦍'}, {'🐕'}, {'🦊', '🦍'}, {'🐕', '🦍'}, which sets have a fox and gorilla?",control,"[{'🦊', '🦍'}]"
20,comp_neg_conj,"In the list of emoji sets: {'🦊'}, {'🦊', '🐕'}, {'🦍'}, {'🐕'}, {'🦊', '🦍'}, {'🐕', '🦍'}, which sets do not have both a fox and dog?",control,"([{'🦊'}, {'🦍'}, {'🐕'}, {'🦊', '🦍'}, {'🐕', '🦍'}], [{'🦍'}])"
