Sentence,Connective,Contradiction,Instructions,Type,Prompt_ID,Total order,Response,proposition,Trial,Correct,Model
The man has forgotten to do his homework but the man has not forgotten to do his homework.,but,1,3,experimental,104,876,No,10,4,1,Llama 3.2 3B
The man has forgotten to do his homework when the man has not forgotten to do his homework.,when,1,3,experimental,105,877,No,10,4,1,Llama 3.2 3B
The man has forgotten to do his homework although the man has not forgotten to do his homework.,although,1,3,experimental,106,878,No,10,4,1,Llama 3.2 3B
The man has forgotten to do his homework or the man has not forgotten to do his homework.,or,0,3,experimental,107,879,Yes,10,4,1,Llama 3.2 3B
Maybe the man has forgotten to do his homework, maybe the man has not forgotten to do his homework.,maybe,0,3,experimental,108,880,Yes,10,4,1,Llama 3.2 3B
Perhaps the man has forgotten to do his homework, perhaps the man has not forgotten to do his homework.,perhaps,0,3,experimental,109,881,Yes,10,4,1,Llama 3.2 3B
The man might have forgotten to do his homework and the man might not have forgotten to do his homework.,might,0,3,experimental,110,882,No,10,4,0,Llama 3.2 3B
The mansion has ten rooms and the mansion does not have ten rooms.,and,1,3,experimental,111,883,No,11,4,1,Llama 3.2 3B
The mansion has ten rooms if the mansion does not have ten rooms.,if,1,3,experimental,112,884,No,11,4,1,Llama 3.2 3B
The mansion has ten rooms so the mansion does not have ten rooms.,so,1,3,experimental,113,885,No,11,4,1,Llama 3.2 3B
The mansion has ten rooms therefore the mansion does not have ten rooms.,therefore,1,3,experimental,114,886,No,11,4,1,Llama 3.2 3B
The mansion has ten rooms but the mansion does not have ten rooms.,but,1,3,experimental,115,887,No,11,4,1,Llama 3.2 3B
The mansion has ten rooms when the mansion does not have ten rooms.,when,1,3,experimental,116,888,No,11,4,1,Llama 3.2 3B
The mansion has ten rooms although the mansion does not have ten rooms.,although,1,3,experimental,117,889,No,11,4,1,Llama 3.2 3B
The mansion has ten rooms or the mansion does not have ten rooms.,or,0,3,experimental,118,890,Yes,11,4,1,Llama 3.2 3B
Maybe the mansion has ten rooms, maybe the mansion does not have ten rooms.,maybe,0,3,experimental,119,891,No,11,4,0,Llama 3.2 3B
Perhaps the mansion has ten rooms, perhaps the mansion does not have ten rooms.,perhaps,0,3,experimental,120,892,Yes,11,4,1,Llama 3.2 3B
The mansion might have ten rooms and the mansion might not have ten rooms.,might,0,3,experimental,121,893,No,11,4,0,Llama 3.2 3B
The tea in the kettle is done brewing and the tea in the kettle is not done brewing.,and,1,3,experimental,122,894,No,12,4,1,Llama 3.2 3B
The tea in the kettle is done brewing if the tea in the kettle is not done brewing.,if,1,3,experimental,123,895,No,12,4,1,Llama 3.2 3B
The tea in the kettle is done brewing so the tea in the kettle is not done brewing.,so,1,3,experimental,124,896,No,12,4,1,Llama 3.2 3B
The tea in the kettle is done brewing therefore the tea in the kettle is not done brewing.,therefore,1,3,experimental,125,897,No,12,4,1,Llama 3.2 3B
The tea in the kettle is done brewing but the tea in the kettle is not done brewing.,but,1,3,experimental,126,898,No,12,4,1,Llama 3.2 3B
The tea in the kettle is done brewing when the tea in the kettle is not done brewing.,when,1,3,experimental,127,899,No,12,4,1,Llama 3.2 3B
The tea in the kettle is done brewing although the tea in the kettle is not done brewing.,although,1,3,experimental,128,900,No,12,4,1,Llama 3.2 3B
The tea in the kettle is done brewing or the tea in the kettle is not done brewing.,or,0,3,experimental,129,901,Yes,12,4,1,Llama 3.2 3B
Maybe the tea in the kettle is done brewing, maybe the tea in the kettle is not done brewing.,maybe,0,3,experimental,130,902,No,12,4,0,Llama 3.2 3B
Perhaps the tea in the kettle is done brewing, perhaps the tea in the kettle is not done brewing.,perhaps,0,3,experimental,131,903,No,12,4,0,Llama 3.2 3B
The tea in the kettle might be done brewing and the tea in the kettle might not be done brewing.,might,0,3,experimental,132,904,Yes,12,4,1,Llama 3.2 3B
The teacher assigned homework for the week and the teacher did not assign homework for the week.,and,1,3,experimental,133,905,No,13,4,1,Llama 3.2 3B
The teacher assigned homework for the week if the teacher did not assign homework for the week.,if,1,3,experimental,134,906,No,13,4,1,Llama 3.2 3B
The teacher assigned homework for the week so the teacher did not assign homework for the week.,so,1,3,experimental,135,907,No,13,4,1,Llama 3.2 3B
The teacher assigned homework for the week therefore the teacher did not assign homework for the week.,therefore,1,3,experimental,136,908,No,13,4,1,Llama 3.2 3B
The teacher assigned homework for the week but the teacher did not assign homework for the week.,but,1,3,experimental,137,909,No,13,4,1,Llama 3.2 3B
The teacher assigned homework for the week when the teacher did not assign homework for the week.,when,1,3,experimental,138,910,No,13,4,1,Llama 3.2 3B
The teacher assigned homework for the week although the teacher did not assign homework for the week.,although,1,3,experimental,139,911,No,13,4,1,Llama 3.2 3B
The teacher assigned homework for the week or the teacher did not assign homework for the week.,or,0,3,experimental,140,912,Yes,13,4,1,Llama 3.2 3B
Maybe the teacher assigned homework for the week, maybe the teacher did not assign homework for the week.,maybe,0,3,experimental,141,913,No,13,4,0,Llama 3.2 3B
Perhaps the teacher assigned homework for the week, perhaps the teacher did not assign homework for the week.,perhaps,0,3,experimental,142,914,Yes,13,4,1,Llama 3.2 3B
The teacher might assign homework for the week and the teacher might not assign homework for the week.,might,0,3,experimental,143,915,No,13,4,0,Llama 3.2 3B
I ran into my classmate at the mall and I did not run into my classmate at the mall.,and,1,3,experimental,144,916,No,14,4,1,Llama 3.2 3B
I ran into my classmate at the mall if I did not run into my classmate at the mall.,if,1,3,experimental,145,917,No,14,4,1,Llama 3.2 3B
I ran into my classmate at the mall so I did not run into my classmate at the mall.,so,1,3,experimental,146,918,No,14,4,1,Llama 3.2 3B
I ran into my classmate at the mall therefore I did not run into my classmate at the mall.,therefore,1,3,experimental,147,919,No,14,4,1,Llama 3.2 3B
I ran into my classmate at the mall but I did not run into my classmate at the mall.,but,1,3,experimental,148,920,Yes,14,4,0,Llama 3.2 3B
I ran into my classmate at the mall when I did not run into my classmate at the mall.,when,1,3,experimental,149,921,Yes,14,4,0,Llama 3.2 3B
I ran into my classmate at the mall although I did not run into my classmate at the mall.,although,1,3,experimental,150,922,No,14,4,1,Llama 3.2 3B
I ran into my classmate at the mall or I did not run into my classmate at the mall.,or,0,3,experimental,151,923,Yes,14,4,1,Llama 3.2 3B
Maybe I ran into my classmate at the mall, maybe I did not run into my classmate at the mall.,maybe,0,3,experimental,152,924,No,14,4,0,Llama 3.2 3B
Perhaps I ran into my classmate at the mall, perhaps I did not run into my classmate at the mall.,perhaps,0,3,experimental,153,925,No,14,4,0,Llama 3.2 3B
I might run into my classmate at the mall and I might not run into my classmate at the mall.,might,0,3,experimental,154,926,Yes,14,4,1,Llama 3.2 3B
I called Anna twice today and I did not call Anna twice today.,and,1,3,experimental,155,927,No,15,4,1,Llama 3.2 3B
I called Anna twice today if I did not call Anna twice today.,if,1,3,experimental,156,928,No,15,4,1,Llama 3.2 3B
I called Anna twice today so I did not call Anna twice today.,so,1,3,experimental,157,929,No,15,4,1,Llama 3.2 3B
I called Anna twice today therefore I did not call Anna twice today.,therefore,1,3,experimental,158,930,No,15,4,1,Llama 3.2 3B
I called Anna twice today but I did not call Anna twice today.,but,1,3,experimental,159,931,No,15,4,1,Llama 3.2 3B
I called Anna twice today when I did not call Anna twice today.,when,1,3,experimental,160,932,No,15,4,1,Llama 3.2 3B
I called Anna twice today although I did not call Anna twice today.,although,1,3,experimental,161,933,No,15,4,1,Llama 3.2 3B
I called Anna twice today or I did not call Anna twice today.,or,0,3,experimental,162,934,Yes,15,4,1,Llama 3.2 3B
Maybe I called Anna twice today, maybe I did not call Anna twice today.,maybe,0,3,experimental,163,935,Yes,15,4,1,Llama 3.2 3B
Perhaps I called Anna twice today, perhaps I did not call Anna twice today.,perhaps,0,3,experimental,164,936,No,15,4,0,Llama 3.2 3B
I might call Anna twice today and I might not call Anna twice today.,might,0,3,experimental,165,937,No,15,4,0,Llama 3.2 3B
This wedding ceremony was held outdoors and this wedding ceremony was not held outdoors.,and,1,3,experimental,166,938,No,16,4,1,Llama 3.2 3B
This wedding ceremony was held outdoors if this wedding ceremony was not held outdoors.,if,1,3,experimental,167,939,No,16,4,1,Llama 3.2 3B
This wedding ceremony was held outdoors so this wedding ceremony was not held outdoors.,so,1,3,experimental,168,940,No,16,4,1,Llama 3.2 3B
This wedding ceremony was held outdoors therefore this wedding ceremony was not held outdoors.,therefore,1,3,experimental,169,941,No,16,4,1,Llama 3.2 3B
This wedding ceremony was held outdoors but this wedding ceremony was not held outdoors.,but,1,3,experimental,170,942,No,16,4,1,Llama 3.2 3B
This wedding ceremony was held outdoors when this wedding ceremony was not held outdoors.,when,1,3,experimental,171,943,No,16,4,1,Llama 3.2 3B
This wedding ceremony was held outdoors although this wedding ceremony was not held outdoors.,although,1,3,experimental,172,944,No,16,4,1,Llama 3.2 3B
This wedding ceremony was held outdoors or this wedding ceremony was not held outdoors.,or,0,3,experimental,173,945,No,16,4,0,Llama 3.2 3B
Maybe this wedding ceremony was held outdoors, maybe this wedding ceremony was not held outdoors.,maybe,0,3,experimental,174,946,No,16,4,0,Llama 3.2 3B
Perhaps this wedding ceremony was held outdoors, perhaps this wedding ceremony was not held outdoors.,perhaps,0,3,experimental,175,947,Yes,16,4,1,Llama 3.2 3B
This wedding ceremony might be held outdoors and this wedding ceremony might not be held outdoors.,might,0,3,experimental,176,948,Yes,16,4,1,Llama 3.2 3B
The soccer game was very exciting and the soccer game was not very exciting.,and,1,3,experimental,177,949,No,17,4,1,Llama 3.2 3B
The soccer game was very exciting if the soccer game was not very exciting.,if,1,3,experimental,178,950,No,17,4,1,Llama 3.2 3B
The soccer game was very exciting so the soccer game was not very exciting.,so,1,3,experimental,179,951,No,17,4,1,Llama 3.2 3B
The soccer game was very exciting therefore the soccer game was not very exciting.,therefore,1,3,experimental,180,952,No,17,4,1,Llama 3.2 3B
The soccer game was very exciting but the soccer game was not very exciting.,but,1,3,experimental,181,953,No,17,4,1,Llama 3.2 3B
The soccer game was very exciting when the soccer game was not very exciting.,when,1,3,experimental,182,954,No,17,4,1,Llama 3.2 3B
The soccer game was very exciting although the soccer game was not very exciting.,although,1,3,experimental,183,955,No,17,4,1,Llama 3.2 3B
The soccer game was very exciting or the soccer game was not very exciting.,or,0,3,experimental,184,956,Yes,17,4,1,Llama 3.2 3B
Maybe the soccer game was very exciting, maybe the soccer game was not very exciting.,maybe,0,3,experimental,185,957,No,17,4,0,Llama 3.2 3B
Perhaps the soccer game was very exciting, perhaps the soccer game was not very exciting.,perhaps,0,3,experimental,186,958,No,17,4,0,Llama 3.2 3B
The soccer game might be very exciting and the soccer game might not be very exciting.,might,0,3,experimental,187,959,Yes,17,4,1,Llama 3.2 3B
The trash is overflowing in my apartment and the trash is not overflowing in my apartment.,and,1,3,experimental,188,960,No,18,4,1,Llama 3.2 3B
The trash is overflowing in my apartment if the trash is not overflowing in my apartment.,if,1,3,experimental,189,961,No,18,4,1,Llama 3.2 3B
The trash is overflowing in my apartment so the trash is not overflowing in my apartment.,so,1,3,experimental,190,962,No,18,4,1,Llama 3.2 3B
The trash is overflowing in my apartment therefore the trash is not overflowing in my apartment.,therefore,1,3,experimental,191,963,No,18,4,1,Llama 3.2 3B
The trash is overflowing in my apartment but the trash is not overflowing in my apartment.,but,1,3,experimental,192,964,No,18,4,1,Llama 3.2 3B
The trash is overflowing in my apartment when the trash is not overflowing in my apartment.,when,1,3,experimental,193,965,No,18,4,1,Llama 3.2 3B
The trash is overflowing in my apartment although the trash is not overflowing in my apartment.,although,1,3,experimental,194,966,No,18,4,1,Llama 3.2 3B
The trash is overflowing in my apartment or the trash is not overflowing in my apartment.,or,0,3,experimental,195,967,No,18,4,0,Llama 3.2 3B
Maybe the trash is overflowing in my apartment, maybe the trash is not overflowing in my apartment.,maybe,0,3,experimental,196,968,No,18,4,0,Llama 3.2 3B
Perhaps the trash is overflowing in my apartment, perhaps the trash is not overflowing in my apartment.,perhaps,0,3,experimental,197,969,Yes,18,4,1,Llama 3.2 3B
The trash might be overflowing in my apartment and the trash might not be overflowing in my apartment.,might,0,3,experimental,198,970,No,18,4,0,Llama 3.2 3B
My dog weighs ten pounds and my dog does not weigh ten pounds.,and,1,3,experimental,199,971,No,19,4,1,Llama 3.2 3B
My dog weighs ten pounds if my dog does not weigh ten pounds.,if,1,3,experimental,200,972,No,19,4,1,Llama 3.2 3B
My dog weighs ten pounds so my dog does not weigh ten pounds.,so,1,3,experimental,201,973,No,19,4,1,Llama 3.2 3B
My dog weighs ten pounds therefore my dog does not weigh ten pounds.,therefore,1,3,experimental,202,974,No,19,4,1,Llama 3.2 3B
My dog weighs ten pounds but my dog does not weigh ten pounds.,but,1,3,experimental,203,975,No,19,4,1,Llama 3.2 3B
My dog weighs ten pounds when my dog does not weigh ten pounds.,when,1,3,experimental,204,976,No,19,4,1,Llama 3.2 3B
My dog weighs ten pounds although my dog does not weigh ten pounds.,although,1,3,experimental,205,977,No,19,4,1,Llama 3.2 3B
My dog weighs ten pounds or my dog does not weigh ten pounds.,or,0,3,experimental,206,978,No,19,4,0,Llama 3.2 3B
Maybe my dog weighs ten pounds, maybe my dog does not weigh ten pounds.,maybe,0,3,experimental,207,979,Yes,19,4,1,Llama 3.2 3B
Perhaps my dog weighs ten pounds, perhaps my dog does not weigh ten pounds.,perhaps,0,3,experimental,208,980,Yes,19,4,1,Llama 3.2 3B
My dog might weigh ten pounds and my dog might not weigh ten pounds.,might,0,3,experimental,209,981,No,19,4,0,Llama 3.2 3B
The tree in my backyard has green leaves and the tree in my backyard does not have green leaves.,and,1,3,experimental,210,982,No,20,4,1,Llama 3.2 3B
The tree in my backyard has green leaves if the tree in my backyard does not have green leaves.,if,1,3,experimental,211,983,No,20,4,1,Llama 3.2 3B
The tree in my backyard has green leaves so the tree in my backyard does not have green leaves.,so,1,3,experimental,212,984,No,20,4,1,Llama 3.2 3B
The tree in my backyard has green leaves therefore the tree in my backyard does not have green leaves.,therefore,1,3,experimental,213,985,No,20,4,1,Llama 3.2 3B
The tree in my backyard has green leaves but the tree in my backyard does not have green leaves.,but,1,3,experimental,214,986,No,20,4,1,Llama 3.2 3B
The tree in my backyard has green leaves when the tree in my backyard does not have green leaves.,when,1,3,experimental,215,987,No,20,4,1,Llama 3.2 3B
The tree in my backyard has green leaves although the tree in my backyard does not have green leaves.,although,1,3,experimental,216,988,No,20,4,1,Llama 3.2 3B
The tree in my backyard has green leaves or the tree in my backyard does not have green leaves.,or,0,3,experimental,217,989,Yes,20,4,1,Llama 3.2 3B
Maybe the tree in my backyard has green leaves, maybe the tree in my backyard does not have green leaves.,maybe,0,3,experimental,218,990,No,20,4,0,Llama 3.2 3B
Perhaps the tree in my backyard has green leaves, perhaps the tree in my backyard does not have green leaves.,perhaps,0,3,experimental,219,991,No,20,4,0,Llama 3.2 3B
The tree in my backyard might have green leaves and the tree in my backyard might not have green leaves.,might,0,3,experimental,220,992,Yes,20,4,1,Llama 3.2 3B
My sister told me to walk the dog and my sister did not tell me to walk the dog.,and,1,3,experimental,221,993,Yes,21,4,0,Llama 3.2 3B
My sister told me to walk the dog if my sister did not tell me to walk the dog.,if,1,3,experimental,222,994,No,21,4,1,Llama 3.2 3B
My sister told me to walk the dog so my sister did not tell me to walk the dog.,so,1,3,experimental,223,995,No,21,4,1,Llama 3.2 3B
My sister told me to walk the dog therefore my sister did not tell me to walk the dog.,therefore,1,3,experimental,224,996,No,21,4,1,Llama 3.2 3B
My sister told me to walk the dog but my sister did not tell me to walk the dog.,but,1,3,experimental,225,997,No,21,4,1,Llama 3.2 3B
My sister told me to walk the dog when my sister did not tell me to walk the dog.,when,1,3,experimental,226,998,No,21,4,1,Llama 3.2 3B
My sister told me to walk the dog although my sister did not tell me to walk the dog.,although,1,3,experimental,227,999,No,21,4,1,Llama 3.2 3B
My sister told me to walk the dog or my sister did not tell me to walk the dog.,or,0,3,experimental,228,1000,No,21,4,0,Llama 3.2 3B
Maybe my sister told me to walk the dog, maybe my sister did not tell me to walk the dog.,maybe,0,3,experimental,229,1001,No,21,4,0,Llama 3.2 3B
Perhaps my sister told me to walk the dog, perhaps my sister did not tell me to walk the dog.,perhaps,0,3,experimental,230,1002,No,21,4,0,Llama 3.2 3B
My sister might tell me to walk the dog and my sister might not tell me to walk the dog.,might,0,3,experimental,231,1003,No,21,4,0,Llama 3.2 3B
The books on the shelf are all hard cover and the books on the shelf are not all hard cover.,and,1,3,experimental,232,1004,No,22,4,1,Llama 3.2 3B
The books on the shelf are all hard cover if the books on the shelf are not all hard cover.,if,1,3,experimental,233,1005,No,22,4,1,Llama 3.2 3B
The books on the shelf are all hard cover so the books on the shelf are not all hard cover.,so,1,3,experimental,234,1006,No,22,4,1,Llama 3.2 3B
The books on the shelf are all hard cover therefore the books on the shelf are not all hard cover.,therefore,1,3,experimental,235,1007,No,22,4,1,Llama 3.2 3B
The books on the shelf are all hard cover but the books on the shelf are not all hard cover.,but,1,3,experimental,236,1008,No,22,4,1,Llama 3.2 3B
The books on the shelf are all hard cover when the books on the shelf are not all hard cover.,when,1,3,experimental,237,1009,No,22,4,1,Llama 3.2 3B
The books on the shelf are all hard cover although the books on the shelf are not all hard cover.,although,1,3,experimental,238,1010,No,22,4,1,Llama 3.2 3B
The books on the shelf are all hard cover or the books on the shelf are not all hard cover.,or,0,3,experimental,239,1011,Yes,22,4,1,Llama 3.2 3B
Maybe the books on the shelf are all hard cover, maybe the books on the shelf are not all hard cover.,maybe,0,3,experimental,240,1012,No,22,4,0,Llama 3.2 3B
Perhaps the books on the shelf are all hard cover, perhaps the books on the shelf are not all hard cover.,perhaps,0,3,experimental,241,1013,Yes,22,4,1,Llama 3.2 3B
The books on the shelf might be all hard cover and the books on the shelf might not be all hard cover.,might,0,3,experimental,242,1014,Yes,22,4,1,Llama 3.2 3B
The school bus comes on time and the school bus does not come on time.,and,1,3,experimental,243,1015,No,23,4,1,Llama 3.2 3B
The school bus comes on time if the school bus does not come on time.,if,1,3,experimental,244,1016,No,23,4,1,Llama 3.2 3B
The school bus comes on time so the school bus does not come on time.,so,1,3,experimental,245,1017,No,23,4,1,Llama 3.2 3B
The school bus comes on time therefore the school bus does not come on time.,therefore,1,3,experimental,246,1018,No,23,4,1,Llama 3.2 3B
The school bus comes on time but the school bus does not come on time.,but,1,3,experimental,247,1019,No,23,4,1,Llama 3.2 3B
The school bus comes on time when the school bus does not come on time.,when,1,3,experimental,248,1020,No,23,4,1,Llama 3.2 3B
The school bus comes on time although the school bus does not come on time.,although,1,3,experimental,249,1021,No,23,4,1,Llama 3.2 3B
The school bus comes on time or the school bus does not come on time.,or,0,3,experimental,250,1022,Yes,23,4,1,Llama 3.2 3B
Maybe the school bus comes on time, maybe the school bus does not come on time.,maybe,0,3,experimental,251,1023,No,23,4,0,Llama 3.2 3B
Perhaps the school bus comes on time, perhaps the school bus does not come on time.,perhaps,0,3,experimental,252,1024,No,23,4,0,Llama 3.2 3B
The school bus might come on time and the school bus might not come on time.,might,0,3,experimental,253,1025,Yes,23,4,1,Llama 3.2 3B
Friendship is very important to Sarah and Friendship is not very important to Sarah.,and,1,3,experimental,254,1026,No,24,4,1,Llama 3.2 3B
Friendship is very important to Sarah if Friendship is not very important to Sarah.,if,1,3,experimental,255,1027,No,24,4,1,Llama 3.2 3B
Friendship is very important to Sarah so Friendship is not very important to Sarah.,so,1,3,experimental,256,1028,No,24,4,1,Llama 3.2 3B
Friendship is very important to Sarah therefore Friendship is not very important to Sarah.,therefore,1,3,experimental,257,1029,No,24,4,1,Llama 3.2 3B
Friendship is very important to Sarah but Friendship is not very important to Sarah.,but,1,3,experimental,258,1030,No,24,4,1,Llama 3.2 3B
Friendship is very important to Sarah when Friendship is not very important to Sarah.,when,1,3,experimental,259,1031,No,24,4,1,Llama 3.2 3B
Friendship is very important to Sarah although Friendship is not very important to Sarah.,although,1,3,experimental,260,1032,No,24,4,1,Llama 3.2 3B
Friendship is very important to Sarah or Friendship is not very important to Sarah.,or,0,3,experimental,261,1033,Yes,24,4,1,Llama 3.2 3B
Maybe Friendship is very important to Sarah ., maybe Friendship is not very important to Sarah.,maybe,0,3,experimental,262,1034,No,24,4,0,Llama 3.2 3B
Perhaps Friendship is very important to Sarah ., perhaps Friendship is not very important to Sarah.,perhaps,0,3,experimental,263,1035,No,24,4,0,Llama 3.2 3B
Friendship might be very important to Sarah and Friendship might not be very important to Sarah.,might,0,3,experimental,264,1036,Yes,24,4,1,Llama 3.2 3B
The baseball cap helps keep the sun off my face and the baseball cap does not help keep the sun off my face.,and,1,3,experimental,265,1037,No,25,4,1,Llama 3.2 3B
The baseball cap helps keep the sun off my face if the baseball cap does not help keep the sun off my face.,if,1,3,experimental,266,1038,No,25,4,1,Llama 3.2 3B
The baseball cap helps keep the sun off my face so the baseball cap does not help keep the sun off my face.,so,1,3,experimental,267,1039,No,25,4,1,Llama 3.2 3B
The baseball cap helps keep the sun off my face therefore the baseball cap does not help keep the sun off my face.,therefore,1,3,experimental,268,1040,No,25,4,1,Llama 3.2 3B
The baseball cap helps keep the sun off my face but the baseball cap does not help keep the sun off my face.,but,1,3,experimental,269,1041,No,25,4,1,Llama 3.2 3B
The baseball cap helps keep the sun off my face when the baseball cap does not help keep the sun off my face.,when,1,3,experimental,270,1042,No,25,4,1,Llama 3.2 3B
The baseball cap helps keep the sun off my face although the baseball cap does not help keep the sun off my face.,although,1,3,experimental,271,1043,No,25,4,1,Llama 3.2 3B
The baseball cap helps keep the sun off my face or the baseball cap does not help keep the sun off my face.,or,0,3,experimental,272,1044,No,25,4,0,Llama 3.2 3B
Maybe the baseball cap helps keep the sun off my face, maybe the baseball cap does not help keep the sun off my face.,maybe,0,3,experimental,273,1045,No,25,4,0,Llama 3.2 3B
Perhaps the baseball cap helps keep the sun off my face, perhaps the baseball cap does not help keep the sun off my face.,perhaps,0,3,experimental,274,1046,No,25,4,0,Llama 3.2 3B
The baseball cap might help keep the sun off my face and the baseball cap might not help keep the sun off my face.,might,0,3,experimental,275,1047,Yes,25,4,1,Llama 3.2 3B
I drove to the store to buy some milk and I did not drive to the store to buy some milk.,and,1,3,experimental,276,1048,No,26,4,1,Llama 3.2 3B
I drove to the store to buy some milk if I did not drive to the store to buy some milk.,if,1,3,experimental,277,1049,No,26,4,1,Llama 3.2 3B
I drove to the store to buy some milk so I did not drive to the store to buy some milk.,so,1,3,experimental,278,1050,No,26,4,1,Llama 3.2 3B
I drove to the store to buy some milk therefore I did not drive to the store to buy some milk.,therefore,1,3,experimental,279,1051,No,26,4,1,Llama 3.2 3B
I drove to the store to buy some milk but I did not drive to the store to buy some milk.,but,1,3,experimental,280,1052,No,26,4,1,Llama 3.2 3B
I drove to the store to buy some milk when I did not drive to the store to buy some milk.,when,1,3,experimental,281,1053,No,26,4,1,Llama 3.2 3B
I drove to the store to buy some milk although I did not drive to the store to buy some milk.,although,1,3,experimental,282,1054,No,26,4,1,Llama 3.2 3B
I drove to the store to buy some milk or I did not drive to the store to buy some milk.,or,0,3,experimental,283,1055,Yes,26,4,1,Llama 3.2 3B
Maybe I drove to the store to buy some milk, maybe I did not drive to the store to buy some milk.,maybe,0,3,experimental,284,1056,No,26,4,0,Llama 3.2 3B
Perhaps I drove to the store to buy some milk, perhaps I did not drive to the store to buy some milk.,perhaps,0,3,experimental,285,1057,No,26,4,0,Llama 3.2 3B
I might drive to the store to buy some milk and I might not drive to the store to buy some milk.,might,0,3,experimental,286,1058,No,26,4,0,Llama 3.2 3B
She likes apples and she does not like apples.,and,1,1,experimental,1,1,Yes,1,5,1,Llama 3.2 3B
She likes apples if she does not like apples.,if,1,1,experimental,2,2,Yes,1,5,1,Llama 3.2 3B
She likes apples so she does not like apples.,so,1,1,experimental,3,3,Yes,1,5,1,Llama 3.2 3B
She likes apples therefore she does not like apples.,therefore,1,1,experimental,4,4,Yes,1,5,1,Llama 3.2 3B
She likes apples but she does not like apples.,but,1,1,experimental,5,5,Yes,1,5,1,Llama 3.2 3B
She likes apples when she does not like apples.,when,1,1,experimental,6,6,Yes,1,5,1,Llama 3.2 3B
She likes apples although she does not like apples.,although,1,1,experimental,7,7,Yes,1,5,1,Llama 3.2 3B
She likes apples or she does not like apples.,or,0,1,experimental,8,8,No,1,5,1,Llama 3.2 3B
Maybe she likes apples, maybe she does not like apples.,maybe,0,1,experimental,9,9,Yes,1,5,0,Llama 3.2 3B
Perhaps she likes apples, perhaps she does not like apples.,perhaps,0,1,experimental,10,10,Yes,1,5,0,Llama 3.2 3B
She might like apples and she might not like apples.,might,0,1,experimental,11,11,Yes,1,5,0,Llama 3.2 3B
Jim was born in California and Jim was not born in California.,and,1,1,experimental,12,12,Yes,2,5,1,Llama 3.2 3B
Jim was born in California if Jim was not born in California.,if,1,1,experimental,13,13,No,2,5,0,Llama 3.2 3B
Jim was born in California so Jim was not born in California.,so,1,1,experimental,14,14,Yes,2,5,1,Llama 3.2 3B
Jim was born in California therefore Jim was not born in California.,therefore,1,1,experimental,15,15,Yes,2,5,1,Llama 3.2 3B
Jim was born in California but Jim was not born in California.,but,1,1,experimental,16,16,Yes,2,5,1,Llama 3.2 3B
Jim was born in California when Jim was not born in California.,when,1,1,experimental,17,17,Yes,2,5,1,Llama 3.2 3B
Jim was born in California although Jim was not born in California.,although,1,1,experimental,18,18,Yes,2,5,1,Llama 3.2 3B
Jim was born in California or Jim was not born in California.,or,0,1,experimental,19,19,Yes,2,5,0,Llama 3.2 3B
Maybe Jim was born in California, maybe Jim was not born in California.,maybe,0,1,experimental,20,20,No,2,5,1,Llama 3.2 3B
Perhaps Jim was born in California, perhaps Jim was not born in California.,perhaps,0,1,experimental,21,21,Yes,2,5,0,Llama 3.2 3B
Jim might be born in California and Jim might not be born in California.,might,0,1,experimental,22,22,Yes,2,5,0,Llama 3.2 3B
The dog is alive and the dog is not alive.,and,1,1,experimental,23,23,Yes,3,5,1,Llama 3.2 3B
The dog is alive if the dog is not alive.,if,1,1,experimental,24,24,Yes,3,5,1,Llama 3.2 3B
The dog is alive so the dog is not alive.,so,1,1,experimental,25,25,Yes,3,5,1,Llama 3.2 3B
The dog is alive therefore the dog is not alive.,therefore,1,1,experimental,26,26,Yes,3,5,1,Llama 3.2 3B
The dog is alive but the dog is not alive.,but,1,1,experimental,27,27,Yes,3,5,1,Llama 3.2 3B
The dog is alive when the dog is not alive.,when,1,1,experimental,28,28,Yes,3,5,1,Llama 3.2 3B
The dog is alive although the dog is not alive.,although,1,1,experimental,29,29,Yes,3,5,1,Llama 3.2 3B
The dog is alive or the dog is not alive.,or,0,1,experimental,30,30,Yes,3,5,0,Llama 3.2 3B
Maybe the dog is alive, maybe the dog is not alive.,maybe,0,1,experimental,31,31,Yes,3,5,0,Llama 3.2 3B
Perhaps the dog is alive, perhaps the dog is not alive.,perhaps,0,1,experimental,32,32,Yes,3,5,0,Llama 3.2 3B
The dog might be alive and the dog might not be alive.,might,0,1,experimental,33,33,Yes,3,5,0,Llama 3.2 3B
The cat chases the mouse and the cat does not chase the mouse.,and,1,1,experimental,34,34,No,4,5,0,Llama 3.2 3B
The cat chases the mouse if the cat does not chase the mouse.,if,1,1,experimental,35,35,Yes,4,5,1,Llama 3.2 3B
The cat chases the mouse so the cat does not chase the mouse.,so,1,1,experimental,36,36,No,4,5,0,Llama 3.2 3B
The cat chases the mouse therefore the cat does not chase the mouse.,therefore,1,1,experimental,37,37,Yes,4,5,1,Llama 3.2 3B
The cat chases the mouse but the cat does not chase the mouse.,but,1,1,experimental,38,38,Yes,4,5,1,Llama 3.2 3B
The cat chases the mouse when the cat does not chase the mouse.,when,1,1,experimental,39,39,Yes,4,5,1,Llama 3.2 3B
The cat chases the mouse although the cat does not chase the mouse.,although,1,1,experimental,40,40,No,4,5,0,Llama 3.2 3B
The cat chases the mouse or the cat does not chase the mouse.,or,0,1,experimental,41,41,No,4,5,1,Llama 3.2 3B
