Sentence,Connective,Contradiction,Instructions,Type,Original order,Total order,Response
The school bus comes on time although the school bus does not come on time.,although,1,2,experimental,249,635,No
The school bus comes on time or the school bus does not come on time.,or,0,2,experimental,250,636,yes
"Maybe the school bus comes on time, maybe the school bus does not come on time.",maybe,0,2,experimental,251,637,yes
"Perhaps the school bus comes on time, perhaps the school bus does not come on time.",perhaps,0,2,experimental,252,638,Yes.
The school bus might come on time and the school bus might not come on time.,might,0,2,experimental,253,639,Yes.
Friendship is very important to Sarah and Friendship is not very important to Sarah.,and,1,2,experimental,254,640,No
Friendship is very important to Sarah if Friendship is not very important to Sarah.,if,1,2,experimental,255,641,No
Friendship is very important to Sarah so Friendship is not very important to Sarah.,so,1,2,experimental,256,642,No
Friendship is very important to Sarah therefore Friendship is not very important to Sarah.,therefore,1,2,experimental,257,643,No
Friendship is very important to Sarah but Friendship is not very important to Sarah.,but,1,2,experimental,258,644,No
Friendship is very important to Sarah when Friendship is not very important to Sarah.,when,1,2,experimental,259,645,no
Friendship is very important to Sarah although Friendship is not very important to Sarah.,although,1,2,experimental,260,646,No
Friendship is very important to Sarah or Friendship is not very important to Sarah.,or,0,2,experimental,261,647,yes
"Maybe Friendship is very important to Sarah ., maybe Friendship is not very important to Sarah.",maybe,0,2,experimental,262,648,Yes
"Perhaps Friendship is very important to Sarah ., perhaps Friendship is not very important to Sarah.",perhaps,0,2,experimental,263,649,Yes.
Friendship might be very important to Sarah and Friendship might not be very important to Sarah.,might,0,2,experimental,264,650,Yes
The baseball cap helps keep the sun off my face and the baseball cap does not help keep the sun off my face.,and,1,2,experimental,265,651,No
The baseball cap helps keep the sun off my face if the baseball cap does not help keep the sun off my face.,if,1,2,experimental,266,652,No
The baseball cap helps keep the sun off my face so the baseball cap does not help keep the sun off my face.,so,1,2,experimental,267,653,No
The baseball cap helps keep the sun off my face therefore the baseball cap does not help keep the sun off my face.,therefore,1,2,experimental,268,654,No
The baseball cap helps keep the sun off my face but the baseball cap does not help keep the sun off my face.,but,1,2,experimental,269,655,No
The baseball cap helps keep the sun off my face when the baseball cap does not help keep the sun off my face.,when,1,2,experimental,270,656,No
The baseball cap helps keep the sun off my face although the baseball cap does not help keep the sun off my face.,although,1,2,experimental,271,657,No
The baseball cap helps keep the sun off my face or the baseball cap does not help keep the sun off my face.,or,0,2,experimental,272,658,Yes.
"Maybe the baseball cap helps keep the sun off my face, maybe the baseball cap does not help keep the sun off my face.",maybe,0,2,experimental,273,659,Yes
"Perhaps the baseball cap helps keep the sun off my face, perhaps the baseball cap does not help keep the sun off my face.",perhaps,0,2,experimental,274,660,Yes
The baseball cap might help keep the sun off my face and the baseball cap might not help keep the sun off my face.,might,0,2,experimental,275,661,Yes.
I drove to the store to buy some milk and I did not drive to the store to buy some milk.,and,1,2,experimental,276,662,No
I drove to the store to buy some milk if I did not drive to the store to buy some milk.,if,1,2,experimental,277,663,Yes
I drove to the store to buy some milk so I did not drive to the store to buy some milk.,so,1,2,experimental,278,664,Yes.
I drove to the store to buy some milk therefore I did not drive to the store to buy some milk.,therefore,1,2,experimental,279,665,No
I drove to the store to buy some milk but I did not drive to the store to buy some milk.,but,1,2,experimental,280,666,No
I drove to the store to buy some milk when I did not drive to the store to buy some milk.,when,1,2,experimental,281,667,No
I drove to the store to buy some milk although I did not drive to the store to buy some milk.,although,1,2,experimental,282,668,No
I drove to the store to buy some milk or I did not drive to the store to buy some milk.,or,0,2,experimental,283,669,yes
"Maybe I drove to the store to buy some milk, maybe I did not drive to the store to buy some milk.",maybe,0,2,experimental,284,670,yes
"Perhaps I drove to the store to buy some milk, perhaps I did not drive to the store to buy some milk.",perhaps,0,2,experimental,285,671,Yes
I might drive to the store to buy some milk and I might not drive to the store to buy some milk.,might,0,2,experimental,286,672,yes
"Perhaps the cat does not chase the mouse, perhaps the kids do not go to the mall.",perhaps,0,2,control,287,673,Yes.
The books on the shelf are all hard cover and I did not run into my classmate at the mall.,and,0,2,control,288,674,yes
The dog is alive although the baseball cap does not help keep the sun off my face.,although,0,2,control,289,675,yes
"Maybe Jim showed the man his tickets, maybe the dog is not alive.",maybe,0,2,control,290,676,Yes.
I did not call Anna twice today when I did not run into my classmate at the mall.,when,0,2,control,291,677,No
Friendship is very important to Sarah although the school bus does not come on time.,although,0,2,control,292,678,Yes
This wedding ceremony was held outdoors if the tea in the kettle is not done brewing.,if,0,2,control,293,679,no
Jim was not born in California although my dog weighs ten pounds.,although,0,2,control,294,680,yes
"Maybe the tree in my backyard does not have green leaves, maybe she likes apples.",maybe,0,2,control,295,681,No
The cat chases the mouse but the trash is overflowing in my apartment.,but,0,2,control,296,682,yes
The mansion has ten rooms or the tree in my backyard has green leaves.,or,0,2,control,297,683,Yes.
I might call Anna twice today and friendship might not be very important to Sarah.,might,0,2,control,298,684,Yes
The kids do not go to the mall and this wedding ceremony was not held outdoors.,and,0,2,control,299,685,Yes
The books on the shelf are all hard cover if I ran into my classmate at the mall.,if,0,2,control,300,686,No
I drove to the store to buy some milk so this wedding ceremony was not held outdoors.,so,0,2,control,301,687,No
The mansion might not have ten rooms and I might not run into my classmate at the mall.,might,0,2,control,302,688,yes
"Maybe the tea in the kettle is not done brewing, maybe I ran into my classmate at the mall.",maybe,0,2,control,303,689,Yes
My sister did not tell me to walk the dog although I do not have a car.,although,0,2,control,304,690,yes
I do not have a car therefore Friendship is not very important to Sarah.,therefore,0,2,control,305,691,No
Steve went to New York so my dog does not weigh ten pounds.,so,0,2,control,306,692,no
My sister did not tell me to walk the dog so the school bus does not come on time.,so,0,2,control,307,693,no
The boy is not playing soccer so the boy is playing soccer.,so,0,2,control,308,694,No
I did not drive to the store to buy some milk when the tree in my backyard has green leaves.,when,0,2,control,309,695,yes
The man has forgotten to do his homework but I did not drive to the store to buy some milk.,but,0,2,control,310,696,yes
I do not have a car although the kids go to the mall.,although,0,2,control,311,697,Yes.
"Maybe the kids go to the mall, maybe the school bus does not come on time.",maybe,0,2,control,312,698,No
The cat chases the mouse therefore my sister did not tell me to walk the dog.,therefore,0,2,control,313,699,No
The boy might be playing soccer and this wedding ceremony might be held outdoors.,might,0,2,control,314,700,Yes
The dog is alive if I did not drive to the store to buy some milk.,if,0,2,control,315,701,Yes
"Perhaps Friendship is not very important to Sarah ., perhaps I do not have a car.",perhaps,0,2,control,316,702,No
My dog weighs ten pounds although the cat chases the mouse.,although,0,2,control,317,703,Yes.
My dog weighs ten pounds if Friendship is very important to Sarah.,if,0,2,control,318,704,no
The dog is not alive when the school bus does not come on time.,when,0,2,control,319,705,no
"Maybe I did not run into my classmate at the mall, maybe the boy is playing soccer.",maybe,0,2,control,320,706,no
My dog does not weigh ten pounds if I do not have a car.,if,0,2,control,321,707,No
The man has not forgotten to do his homework therefore Jim did not show the man his tickets.,therefore,0,2,control,322,708,No
Steve did not go to New York when my dog weighs ten pounds.,when,0,2,control,323,709,no
Friendship is not very important to Sarah but my sister told me to walk the dog.,but,0,2,control,324,710,No
"Maybe my dog does not weigh ten pounds, maybe I did not run into my classmate at the mall.",maybe,0,2,control,325,711,Yes
I have a car if Friendship is very important to Sarah.,if,0,2,control,326,712,No
The books on the shelf are not all hard cover therefore the tea in the kettle is done brewing.,therefore,0,2,control,327,713,No
My dog weighs ten pounds if the baseball cap helps keep the sun off my face.,if,0,2,control,328,714,No
My dog does not weigh ten pounds and I drove to the store to buy some milk.,and,0,2,control,329,715,yes
She might not like apples and the dog might be alive.,might,0,2,control,330,716,yes
I drove to the store to buy some milk so the teacher did not assign homework for the week.,so,0,2,control,331,717,No
The boy is playing soccer when the cat does not chase the mouse.,when,0,2,control,332,718,yes
I ran into my classmate at the mall so the cat chases the mouse.,so,0,2,control,333,719,no
Steve did not go to New York but Jim did not show the man his tickets.,but,0,2,control,334,720,Yes
The teacher might assign homework for the week and Steve might not go to New York.,might,0,2,control,335,721,yes
Friendship is very important to Sarah but the mansion does not have ten rooms.,but,0,2,control,336,722,yes
The tea in the kettle is done brewing although the dog is alive.,although,0,2,control,337,723,Yes
Friendship is very important to Sarah and the boy is not playing soccer.,and,0,2,control,338,724,Yes.
Steve did not go to New York therefore I did not call Anna twice today.,therefore,0,2,control,339,725,No
The boy is not playing soccer but the man has not forgotten to do his homework.,but,0,2,control,340,726,No
The school bus comes on time so the tree in my backyard does not have green leaves.,so,0,2,control,341,727,No
The school bus comes on time when the soccer game was not very exciting.,when,0,2,control,342,728,No
My dog weighs ten pounds and the tea in the kettle is done brewing.,and,0,2,control,343,729,yes
"Maybe the trash is not overflowing in my apartment, maybe I did not call Anna twice today.",maybe,0,2,control,344,730,yes
The mansion has ten rooms but Friendship is not very important to Sarah.,but,0,2,control,345,731,yes
The teacher did not assign homework for the week so my sister told me to walk the dog.,so,0,2,control,346,732,No
"Perhaps the books on the shelf are all hard cover, perhaps the mansion has ten rooms.",perhaps,0,2,control,347,733,yes
The boy is not playing soccer but the books on the shelf are all hard cover.,but,0,2,control,348,734,yes
"Perhaps the mansion does not have ten rooms, perhaps I did not call Anna twice today.",perhaps,0,2,control,349,735,yes
"Perhaps I did not drive to the store to buy some milk, perhaps my sister told me to walk the dog.",perhaps,0,2,control,350,736,Yes
I might not call Anna twice today and she might not like apples.,might,0,2,control,351,737,Yes.
My dog does not weigh ten pounds or the man has forgotten to do his homework.,or,0,2,control,352,738,No
The man has not forgotten to do his homework but the soccer game was very exciting.,but,0,2,control,353,739,yes
The soccer game was very exciting and I called Anna twice today.,and,0,2,control,354,740,yes
The mansion has ten rooms when the tree in my backyard does not have green leaves.,when,0,2,control,355,741,yes
The tree in my backyard has green leaves or Jim did not show the man his tickets.,or,0,2,control,356,742,No
I did not drive to the store to buy some milk although I called Anna twice today.,although,0,2,control,357,743,Yes.
The books on the shelf are not all hard cover so Jim showed the man his tickets.,so,0,2,control,358,744,No
The boy is playing soccer therefore my dog weighs ten pounds.,therefore,0,2,control,359,745,no
The baseball cap does not help keep the sun off my face therefore my dog weighs ten pounds.,therefore,0,2,control,360,746,no
I might drive to the store to buy some milk and the baseball cap might not help keep the sun off my face.,might,0,2,control,361,747,Yes
The soccer game was very exciting if she does not like apples.,if,0,2,control,362,748,No
I might call Anna twice today and Steve might go to New York.,might,0,2,control,363,749,yes
The kids go to the mall when I ran into my classmate at the mall.,when,0,2,control,364,750,Yes
"Perhaps the kids do not go to the mall, perhaps I ran into my classmate at the mall.",perhaps,0,2,control,365,751,Yes
"Maybe Steve did not go to New York, maybe Steve did not go to New York.",maybe,0,2,control,366,752,Yes.
Friendship is very important to Sarah or Steve did not go to New York.,or,0,2,control,367,753,no
The trash is overflowing in my apartment therefore the books on the shelf are not all hard cover.,therefore,0,2,control,368,754,No
The tea in the kettle is done brewing when Friendship is very important to Sarah.,when,0,2,control,369,755,no
The trash is overflowing in my apartment and the kids go to the mall.,and,0,2,control,370,756,No
The teacher might not assign homework for the week and the soccer game might not be very exciting.,might,0,2,control,371,757,yes
"Maybe the school bus does not come on time, maybe the tea in the kettle is not done brewing.",maybe,0,2,control,372,758,yes
This wedding ceremony was not held outdoors although friendship is not very important to Sarah.,although,0,2,control,373,759,yes
"Perhaps the school bus does not come on time, perhaps Friendship is very important to Sarah.",perhaps,0,2,control,374,760,Yes
"Perhaps the baseball cap does not help keep the sun off my face, perhaps the cat chases the mouse.",perhaps,0,2,control,375,761,yes
"Maybe the tea in the kettle is not done brewing, maybe I did not call Anna twice today.",maybe,0,2,control,376,762,yes
I drove to the store to buy some milk although my sister did not tell me to walk the dog.,although,0,2,control,377,763,yes
I did not run into my classmate at the mall although my dog does not weigh ten pounds.,although,0,2,control,378,764,Yes.
The tea in the kettle is not done brewing so the boy is not playing soccer.,so,0,2,control,379,765,No
I did not drive to the store to buy some milk but the teacher did not assign homework for the week.,but,0,2,control,380,766,yes
The man has forgotten to do his homework so the books on the shelf are all hard cover.,so,0,2,control,381,767,No
The kids might go to the mall and the mansion might have ten rooms.,might,0,2,control,382,768,Yes
I might not drive to the store to buy some milk and the baseball cap might not help keep the sun off my face.,might,0,2,control,383,769,yes
"Maybe the soccer game was not very exciting, maybe the books on the shelf are all hard cover.",maybe,0,2,control,384,770,Yes
The tea in the kettle is not done brewing although Jim showed the man his tickets.,although,0,2,control,385,771,no
I do not have a car or Jim was not born in California.,or,0,2,control,386,772,No
She likes apples and she does not like apples.,and,1,3,experimental,1,773,No
She likes apples if she does not like apples.,if,1,3,experimental,2,774,No
She likes apples so she does not like apples.,so,1,3,experimental,3,775,No
She likes apples therefore she does not like apples.,therefore,1,3,experimental,4,776,No
She likes apples but she does not like apples.,but,1,3,experimental,5,777,No
She likes apples when she does not like apples.,when,1,3,experimental,6,778,No
She likes apples although she does not like apples.,although,1,3,experimental,7,779,No
She likes apples or she does not like apples.,or,0,3,experimental,8,780,Yes.
"Maybe she likes apples, maybe she does not like apples.",maybe,0,3,experimental,9,781,yes
"Perhaps she likes apples, perhaps she does not like apples.",perhaps,0,3,experimental,10,782,yes
She might like apples and she might not like apples.,might,0,3,experimental,11,783,yes
Jim was born in California and Jim was not born in California.,and,1,3,experimental,12,784,No
Jim was born in California if Jim was not born in California.,if,1,3,experimental,13,785,No
Jim was born in California so Jim was not born in California.,so,1,3,experimental,14,786,No
Jim was born in California therefore Jim was not born in California.,therefore,1,3,experimental,15,787,No
Jim was born in California but Jim was not born in California.,but,1,3,experimental,16,788,No
Jim was born in California when Jim was not born in California.,when,1,3,experimental,17,789,No
Jim was born in California although Jim was not born in California.,although,1,3,experimental,18,790,No
Jim was born in California or Jim was not born in California.,or,0,3,experimental,19,791,Yes.
"Maybe Jim was born in California, maybe Jim was not born in California.",maybe,0,3,experimental,20,792,Yes.
"Perhaps Jim was born in California, perhaps Jim was not born in California.",perhaps,0,3,experimental,21,793,Yes.
Jim might be born in California and Jim might not be born in California.,might,0,3,experimental,22,794,Yes
The dog is alive and the dog is not alive.,and,1,3,experimental,23,795,No
The dog is alive if the dog is not alive.,if,1,3,experimental,24,796,No
The dog is alive so the dog is not alive.,so,1,3,experimental,25,797,No
The dog is alive therefore the dog is not alive.,therefore,1,3,experimental,26,798,no
The dog is alive but the dog is not alive.,but,1,3,experimental,27,799,no
The dog is alive when the dog is not alive.,when,1,3,experimental,28,800,No
The dog is alive although the dog is not alive.,although,1,3,experimental,29,801,No
The dog is alive or the dog is not alive.,or,0,3,experimental,30,802,Yes.
"Maybe the dog is alive, maybe the dog is not alive.",maybe,0,3,experimental,31,803,Yes
"Perhaps the dog is alive, perhaps the dog is not alive.",perhaps,0,3,experimental,32,804,yes
The dog might be alive and the dog might not be alive.,might,0,3,experimental,33,805,Yes.
The cat chases the mouse and the cat does not chase the mouse.,and,1,3,experimental,34,806,No
The cat chases the mouse if the cat does not chase the mouse.,if,1,3,experimental,35,807,No
The cat chases the mouse so the cat does not chase the mouse.,so,1,3,experimental,36,808,No
The cat chases the mouse therefore the cat does not chase the mouse.,therefore,1,3,experimental,37,809,No
The cat chases the mouse but the cat does not chase the mouse.,but,1,3,experimental,38,810,No
The cat chases the mouse when the cat does not chase the mouse.,when,1,3,experimental,39,811,No
The cat chases the mouse although the cat does not chase the mouse.,although,1,3,experimental,40,812,No
The cat chases the mouse or the cat does not chase the mouse.,or,0,3,experimental,41,813,Yes.
"Maybe the cat chases the mouse, maybe the cat does not chase the mouse.",maybe,0,3,experimental,42,814,Yes.
"Perhaps the cat chases the mouse, perhaps the cat does not chase the mouse.",perhaps,0,3,experimental,43,815,yes
The cat might chase the mouse and the cat might not chase the mouse.,might,0,3,experimental,44,816,yes
I have a car and I do not have a car.,and,1,3,experimental,45,817,no
I have a car if I do not have a car.,if,1,3,experimental,46,818,No
I have a car so I do not have a car.,so,1,3,experimental,47,819,No
I have a car therefore I do not have a car.,therefore,1,3,experimental,48,820,No
I have a car but I do not have a car.,but,1,3,experimental,49,821,No
I have a car when I do not have a car.,when,1,3,experimental,50,822,No
I have a car although I do not have a car.,although,1,3,experimental,51,823,No
I have a car or I do not have a car.,or,0,3,experimental,52,824,Yes.
"Maybe I have a car, maybe I do not have a car.",maybe,0,3,experimental,53,825,yes
"Perhaps I have a car, perhaps I do not have a car.",perhaps,0,3,experimental,54,826,yes
I might have a car and I might not have a car.,might,0,3,experimental,55,827,Yes.
The boy is playing soccer and the boy is not playing soccer.,and,1,3,experimental,56,828,No
The boy is playing soccer if the boy is not playing soccer.,if,1,3,experimental,57,829,No
The boy is playing soccer so the boy is not playing soccer.,so,1,3,experimental,58,830,No
The boy is playing soccer therefore the boy is not playing soccer.,therefore,1,3,experimental,59,831,No
The boy is playing soccer but the boy is not playing soccer.,but,1,3,experimental,60,832,No
The boy is playing soccer when the boy is not playing soccer.,when,1,3,experimental,61,833,No
The boy is playing soccer although the boy is not playing soccer.,although,1,3,experimental,62,834,No
The boy is playing soccer or the boy is not playing soccer.,or,0,3,experimental,63,835,Yes.
"Maybe the boy is playing soccer, maybe the boy is not playing soccer.",maybe,0,3,experimental,64,836,yes
"Perhaps the boy is playing soccer, perhaps the boy is not playing soccer.",perhaps,0,3,experimental,65,837,Yes.
The boy might be playing soccer and the boy might not be playing soccer.,might,0,3,experimental,66,838,Yes.
Jim showed the man his tickets and Jim did not show the man his tickets.,and,1,3,experimental,67,839,No
Jim showed the man his tickets if Jim did not show the man his tickets.,if,1,3,experimental,68,840,No
Jim showed the man his tickets so Jim did not show the man his tickets.,so,1,3,experimental,69,841,No
Jim showed the man his tickets therefore Jim did not show the man his tickets.,therefore,1,3,experimental,70,842,No
Jim showed the man his tickets but Jim did not show the man his tickets.,but,1,3,experimental,71,843,No
Jim showed the man his tickets when Jim did not show the man his tickets.,when,1,3,experimental,72,844,No
Jim showed the man his tickets although Jim did not show the man his tickets.,although,1,3,experimental,73,845,No
Jim showed the man his tickets or Jim did not show the man his tickets.,or,0,3,experimental,74,846,Yes
"Maybe Jim showed the man his tickets, maybe Jim did not show the man his tickets.",maybe,0,3,experimental,75,847,Yes
"Perhaps Jim showed the man his tickets, perhaps Jim did not show the man his tickets.",perhaps,0,3,experimental,76,848,Yes.
Jim might show the man his tickets and Jim might not show the man his tickets.,might,0,3,experimental,77,849,Yes.
Steve went to New York and Steve did not go to New York.,and,1,3,experimental,78,850,No
Steve went to New York if Steve did not go to New York.,if,1,3,experimental,79,851,No
Steve went to New York so Steve did not go to New York.,so,1,3,experimental,80,852,No
Steve went to New York therefore Steve did not go to New York.,therefore,1,3,experimental,81,853,No
Steve went to New York but Steve did not go to New York.,but,1,3,experimental,82,854,No
Steve went to New York when Steve did not go to New York.,when,1,3,experimental,83,855,No
Steve went to New York although Steve did not go to New York.,although,1,3,experimental,84,856,No
Steve went to New York or Steve did not go to New York.,or,0,3,experimental,85,857,Yes.
"Maybe Steve went to New York, maybe Steve did not go to New York.",maybe,0,3,experimental,86,858,Yes
"Perhaps Steve went to New York, perhaps Steve did not go to New York.",perhaps,0,3,experimental,87,859,yes
Steve might go to New York and Steve might not go to New York.,might,0,3,experimental,88,860,Yes
The kids go to the mall and the kids do not go to the mall.,and,1,3,experimental,89,861,no
The kids go to the mall if the kids do not go to the mall.,if,1,3,experimental,90,862,No.
The kids go to the mall so the kids do not go to the mall.,so,1,3,experimental,91,863,No
The kids go to the mall therefore the kids do not go to the mall.,therefore,1,3,experimental,92,864,No
The kids go to the mall but the kids do not go to the mall.,but,1,3,experimental,93,865,No
The kids go to the mall when the kids do not go to the mall.,when,1,3,experimental,94,866,No
The kids go to the mall although the kids do not go to the mall.,although,1,3,experimental,95,867,No
The kids go to the mall or the kids do not go to the mall.,or,0,3,experimental,96,868,Yes
"Maybe the kids go to the mall, maybe the kids do not go to the mall.",maybe,0,3,experimental,97,869,yes
"Perhaps the kids go to the mall, perhaps the kids do not go to the mall.",perhaps,0,3,experimental,98,870,yes
The kids might go to the mall and the kids might not go to the mall.,might,0,3,experimental,99,871,yes
The man has forgotten to do his homework and the man has not forgotten to do his homework.,and,1,3,experimental,100,872,No
The man has forgotten to do his homework if the man has not forgotten to do his homework.,if,1,3,experimental,101,873,No
The man has forgotten to do his homework so the man has not forgotten to do his homework.,so,1,3,experimental,102,874,No
The man has forgotten to do his homework therefore the man has not forgotten to do his homework.,therefore,1,3,experimental,103,875,no
The man has forgotten to do his homework but the man has not forgotten to do his homework.,but,1,3,experimental,104,876,No
The man has forgotten to do his homework when the man has not forgotten to do his homework.,when,1,3,experimental,105,877,No
The man has forgotten to do his homework although the man has not forgotten to do his homework.,although,1,3,experimental,106,878,No
The man has forgotten to do his homework or the man has not forgotten to do his homework.,or,0,3,experimental,107,879,Yes
"Maybe the man has forgotten to do his homework, maybe the man has not forgotten to do his homework.",maybe,0,3,experimental,108,880,yes
"Perhaps the man has forgotten to do his homework, perhaps the man has not forgotten to do his homework.",perhaps,0,3,experimental,109,881,yes
The man might have forgotten to do his homework and the man might not have forgotten to do his homework.,might,0,3,experimental,110,882,yes
The mansion has ten rooms and the mansion does not have ten rooms.,and,1,3,experimental,111,883,No
The mansion has ten rooms if the mansion does not have ten rooms.,if,1,3,experimental,112,884,No
The mansion has ten rooms so the mansion does not have ten rooms.,so,1,3,experimental,113,885,No
The mansion has ten rooms therefore the mansion does not have ten rooms.,therefore,1,3,experimental,114,886,No
The mansion has ten rooms but the mansion does not have ten rooms.,but,1,3,experimental,115,887,no
The mansion has ten rooms when the mansion does not have ten rooms.,when,1,3,experimental,116,888,no
The mansion has ten rooms although the mansion does not have ten rooms.,although,1,3,experimental,117,889,No
The mansion has ten rooms or the mansion does not have ten rooms.,or,0,3,experimental,118,890,yes
"Maybe the mansion has ten rooms, maybe the mansion does not have ten rooms.",maybe,0,3,experimental,119,891,yes
"Perhaps the mansion has ten rooms, perhaps the mansion does not have ten rooms.",perhaps,0,3,experimental,120,892,yes
The mansion might have ten rooms and the mansion might not have ten rooms.,might,0,3,experimental,121,893,yes
The tea in the kettle is done brewing and the tea in the kettle is not done brewing.,and,1,3,experimental,122,894,no
The tea in the kettle is done brewing if the tea in the kettle is not done brewing.,if,1,3,experimental,123,895,No
The tea in the kettle is done brewing so the tea in the kettle is not done brewing.,so,1,3,experimental,124,896,No
The tea in the kettle is done brewing therefore the tea in the kettle is not done brewing.,therefore,1,3,experimental,125,897,No
The tea in the kettle is done brewing but the tea in the kettle is not done brewing.,but,1,3,experimental,126,898,No
The tea in the kettle is done brewing when the tea in the kettle is not done brewing.,when,1,3,experimental,127,899,No
The tea in the kettle is done brewing although the tea in the kettle is not done brewing.,although,1,3,experimental,128,900,No
The tea in the kettle is done brewing or the tea in the kettle is not done brewing.,or,0,3,experimental,129,901,Yes
"Maybe the tea in the kettle is done brewing, maybe the tea in the kettle is not done brewing.",maybe,0,3,experimental,130,902,yes
"Perhaps the tea in the kettle is done brewing, perhaps the tea in the kettle is not done brewing.",perhaps,0,3,experimental,131,903,Yes
The tea in the kettle might be done brewing and the tea in the kettle might not be done brewing.,might,0,3,experimental,132,904,Yes
The teacher assigned homework for the week and the teacher did not assign homework for the week.,and,1,3,experimental,133,905,No
The teacher assigned homework for the week if the teacher did not assign homework for the week.,if,1,3,experimental,134,906,no
The teacher assigned homework for the week so the teacher did not assign homework for the week.,so,1,3,experimental,135,907,No
The teacher assigned homework for the week therefore the teacher did not assign homework for the week.,therefore,1,3,experimental,136,908,No
The teacher assigned homework for the week but the teacher did not assign homework for the week.,but,1,3,experimental,137,909,No
The teacher assigned homework for the week when the teacher did not assign homework for the week.,when,1,3,experimental,138,910,No
The teacher assigned homework for the week although the teacher did not assign homework for the week.,although,1,3,experimental,139,911,No
The teacher assigned homework for the week or the teacher did not assign homework for the week.,or,0,3,experimental,140,912,yes
"Maybe the teacher assigned homework for the week, maybe the teacher did not assign homework for the week.",maybe,0,3,experimental,141,913,yes
"Perhaps the teacher assigned homework for the week, perhaps the teacher did not assign homework for the week.",perhaps,0,3,experimental,142,914,yes
The teacher might assign homework for the week and the teacher might not assign homework for the week.,might,0,3,experimental,143,915,yes
I ran into my classmate at the mall and I did not run into my classmate at the mall.,and,1,3,experimental,144,916,No
I ran into my classmate at the mall if I did not run into my classmate at the mall.,if,1,3,experimental,145,917,No
I ran into my classmate at the mall so I did not run into my classmate at the mall.,so,1,3,experimental,146,918,No
I ran into my classmate at the mall therefore I did not run into my classmate at the mall.,therefore,1,3,experimental,147,919,No
I ran into my classmate at the mall but I did not run into my classmate at the mall.,but,1,3,experimental,148,920,No
I ran into my classmate at the mall when I did not run into my classmate at the mall.,when,1,3,experimental,149,921,No.
I ran into my classmate at the mall although I did not run into my classmate at the mall.,although,1,3,experimental,150,922,No
I ran into my classmate at the mall or I did not run into my classmate at the mall.,or,0,3,experimental,151,923,Yes.
"Maybe I ran into my classmate at the mall, maybe I did not run into my classmate at the mall.",maybe,0,3,experimental,152,924,yes
"Perhaps I ran into my classmate at the mall, perhaps I did not run into my classmate at the mall.",perhaps,0,3,experimental,153,925,yes
I might run into my classmate at the mall and I might not run into my classmate at the mall.,might,0,3,experimental,154,926,Yes
I called Anna twice today and I did not call Anna twice today.,and,1,3,experimental,155,927,No
I called Anna twice today if I did not call Anna twice today.,if,1,3,experimental,156,928,Yes
I called Anna twice today so I did not call Anna twice today.,so,1,3,experimental,157,929,No
I called Anna twice today therefore I did not call Anna twice today.,therefore,1,3,experimental,158,930,No
I called Anna twice today but I did not call Anna twice today.,but,1,3,experimental,159,931,No
I called Anna twice today when I did not call Anna twice today.,when,1,3,experimental,160,932,No
I called Anna twice today although I did not call Anna twice today.,although,1,3,experimental,161,933,No
I called Anna twice today or I did not call Anna twice today.,or,0,3,experimental,162,934,Yes.
"Maybe I called Anna twice today, maybe I did not call Anna twice today.",maybe,0,3,experimental,163,935,Yes.
"Perhaps I called Anna twice today, perhaps I did not call Anna twice today.",perhaps,0,3,experimental,164,936,Yes.
I might call Anna twice today and I might not call Anna twice today.,might,0,3,experimental,165,937,yes
This wedding ceremony was held outdoors and this wedding ceremony was not held outdoors.,and,1,3,experimental,166,938,No
This wedding ceremony was held outdoors if this wedding ceremony was not held outdoors.,if,1,3,experimental,167,939,No
This wedding ceremony was held outdoors so this wedding ceremony was not held outdoors.,so,1,3,experimental,168,940,No
This wedding ceremony was held outdoors therefore this wedding ceremony was not held outdoors.,therefore,1,3,experimental,169,941,No
This wedding ceremony was held outdoors but this wedding ceremony was not held outdoors.,but,1,3,experimental,170,942,No.
This wedding ceremony was held outdoors when this wedding ceremony was not held outdoors.,when,1,3,experimental,171,943,No
This wedding ceremony was held outdoors although this wedding ceremony was not held outdoors.,although,1,3,experimental,172,944,No
This wedding ceremony was held outdoors or this wedding ceremony was not held outdoors.,or,0,3,experimental,173,945,Yes
"Maybe this wedding ceremony was held outdoors, maybe this wedding ceremony was not held outdoors.",maybe,0,3,experimental,174,946,yes
"Perhaps this wedding ceremony was held outdoors, perhaps this wedding ceremony was not held outdoors.",perhaps,0,3,experimental,175,947,yes
This wedding ceremony might be held outdoors and this wedding ceremony might not be held outdoors.,might,0,3,experimental,176,948,yes
The soccer game was very exciting and the soccer game was not very exciting.,and,1,3,experimental,177,949,No
The soccer game was very exciting if the soccer game was not very exciting.,if,1,3,experimental,178,950,No
The soccer game was very exciting so the soccer game was not very exciting.,so,1,3,experimental,179,951,No
The soccer game was very exciting therefore the soccer game was not very exciting.,therefore,1,3,experimental,180,952,No
The soccer game was very exciting but the soccer game was not very exciting.,but,1,3,experimental,181,953,No
The soccer game was very exciting when the soccer game was not very exciting.,when,1,3,experimental,182,954,No
The soccer game was very exciting although the soccer game was not very exciting.,although,1,3,experimental,183,955,No
The soccer game was very exciting or the soccer game was not very exciting.,or,0,3,experimental,184,956,yes
"Maybe the soccer game was very exciting, maybe the soccer game was not very exciting.",maybe,0,3,experimental,185,957,yes
