Prompt,Continuation,Condition,Study,Type,Original order,Response
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: John made it through all of college without buying coffee or bread. I forget which.",NAND,Experimental,created,Without,64,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Kate used to live without coffee or chocolate. I don't remember which.",NAND,Experimental,original,Without,12,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Amy hates cilantro. She says it tastes like soap to her.",NAND,Control,created,Good Filler,80,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: They haven't had another event at this school after the bomb threats last year.",NAND,Control,created,Good Filler,82,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Yosemite is a great hiking destination.",NAND,Control,created,Easy Good,102,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Right now, I know the content of the talk I just gave very well, but in a year I will be incapable of remembering anything at all.",Contradictory,Control,original,Good Filler,32,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: What is your impression after meeting our two new PhD students, Lina and Leo, today? Lina seems very motivated and with a strong background in syntax, but Leo, I cannot really tell.",Contradictory,Control,original,Good Filler,35,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Mary always brags about her famous cherry pie recipe. She's very proud of it.",NAND,Control,created,Good Filler,72,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Some countries have very strict politics against immigration. This situation is not going to change anytime soon.",Contradictory,Control,original,Good Filler,23,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Mary doubts that John watched Mission Impossible or James Bond. She thinks he wouldn’t watch any action movies.",NOR,Experimental,created,Other DE,68,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Weddings are a very lovely time.",NAND,Control,created,Easy Good,100,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: The mansion was very big.",NAND,Control,created,Easy Good,92,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: The tree is old. The tree is not old.",NAND,Control,created,Easy Bad,123,2
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Jane is worried. She got to the airport without her passport or her credit card. She forgot all her personal stuff in the cab to the airport!",NOR,Experimental,original,Without,7,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Mary prefers Jesse to deliver their speech. And John prefers Michael’s.",Contradictory,Control,original,Bad Filler,51,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Amy has three jobs. I don't know how she does it.",NAND,Control,created,Good Filler,87,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Mary failed the Spanish test. She didn’t study the vocabulary words or the grammar. She didn’t study either.",NOR,Experimental,created,Negation,58,2
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: It's cold outside. It's not cold outside.",NAND,Control,created,Easy Bad,113,2
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Peter told me he needed to travel light. To judge by the small size of his bag, he was travelling without his computer or his movie camera.  I am sure he was a lot happier without electronic devices.",NOR,Experimental,original,Without,11,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Mary was upset about failing the test, even if I find it really expensive. ",NAND,Control,created,Bad Filler,89,2
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: If I remember correctly, John doesn’t drink wine or beer.  So he drinks both.",Contradictory,Experimental,original,Negation,1,1
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Mary didn’t let us know her decision yet. She will have done that already.",Contradictory,Control,original,Bad Filler,43,2
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: John doubts that Sue played football or tennis. He thinks she focused on one of the two.",NAND,Experimental,original,Other DE,15,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: A group of children played on the playground.",NAND,Control,created,Easy Good,95,6
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Two of the suspects were caught yesterday, but no names have been released yet.",Contradictory,Control,original,Good Filler,20,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Dan was upset with his grade. I shouldn’t have been the problem.",Contradictory,Control,original,Bad Filler,44,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Jim hasn't been to the movie theater in years. He hates the smell of popcorn.",NAND,Control,created,Good Filler,81,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: John rarely visits his sister or his mother. So he spends as much time as possible with both.",Contradictory,Experimental,original,Other DE,18,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: I was late to work today. The traffic this morning was much worse than usual.",NAND,Control,created,Good Filler,76,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: The road is wet. The road is not wet. ",NAND,Control,created,Easy Bad,131,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Apparently, few people are able to recite back a sequence of twelve letters or twelve numbers. The limit is usually ten.",NOR,Experimental,original,Other DE,14,2
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Jamie plays softball. Jamie does not play softball.",NAND,Control,created,Easy Bad,115,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: John saw two performances by this artist. He thinks he is the best opera singer he ever listened to.",Contradictory,Control,original,Good Filler,22,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: I like the snow. I don't like the snow.",NAND,Control,created,Easy Bad,118,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: I love going to the gym. I'm there almost every day.",NAND,Control,created,Good Filler,84,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Jim is almost always on time. He says he sets three alarm clocks to wake him up in the morning.",NAND,Control,created,Good Filler,77,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: I enjoy skiing, I don't enjoy skiing.",NAND,Control,created,Easy Bad,129,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: The school bus always comes on time.",NAND,Control,created,Easy Good,108,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: John is annoyed. Mary showed up to his birthday party without a present or a card. So Mary brought a thoughtful gift and a handwritten card to John's birthday party.",Contradictory,Experimental,created,Without,60,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: John didn’t go on holidays this year. I can’t remember where.",Contradictory,Control,original,Bad Filler,42,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: I am tall. I am not tall.",NAND,Control,created,Easy Bad,121,2
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: John invited Mary to a barbecue restaurant yesterday. She declined because she's vegetarian.",NAND,Control,created,Good Filler,75,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: The trash is overflowing in my apartment.",NAND,Control,created,Easy Good,103,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: If I remember correctly, Mary doesn’t play softball or soccer. So she plays both for her school team.",Contradictory,Experimental,created,Negation,54,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: I forgot to eat dinner. I didn't forget to eat dinner.",NAND,Control,created,Easy Bad,125,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: The earthquake affected some buildings in our area. Luckily no building was affected.",Contradictory,Control,original,Bad Filler,38,2
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Her phone is about to run out of battery. Her phone is not about to run out of battery.",NAND,Control,created,Easy Bad,127,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: If I remember correctly, the war started three years ago. A year earlier, the United Nations tried to put an end to it.",Contradictory,Control,original,Bad Filler,49,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Running into my classmates at the mall is very common.",NAND,Control,created,Easy Good,98,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: If I remember correctly, Annie doesn’t like chocolate or pie. I don’t know which.",NAND,Experimental,created,Negation,55,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: He walked the dog yesterday. He did not walk the dog yesterday.",NAND,Control,created,Easy Bad,122,1
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: I don’t understand what really happened. It seems that the girl pushed Bill again. And so will be John.",Contradictory,Control,original,Bad Filler,46,2
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: My sister told me to walk the dog.",NAND,Control,created,Easy Good,106,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: That kid likes toads. That kid does not like toads.",NAND,Control,created,Easy Bad,128,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Two theses from our department participated in the Best Doctoral Dissertation Award Competition, but neither of them won.",Contradictory,Control,original,Good Filler,29,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: The trees are very green this time of year.",NAND,Control,created,Easy Good,105,6
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: John didn’t get the job. He didn’t bring his resume or a list of references. So he brought his resume, a list of references, and a thoughful present.",Contradictory,Experimental,created,Negation,59,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Mary doesn’t like cats or dogs. So she likes all animals.",Contradictory,Experimental,original,Negation,6,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: I drove to the store to buy some milk.",NAND,Control,created,Easy Good,111,6
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: The customer praised only the dessert. The happy customer praised the appetizer.",Contradictory,Control,original,Bad Filler,48,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: John's son is a very picky eater. The only thing he'll willingly eat is mac and cheese.",NAND,Control,created,Good Filler,86,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: One of my teachers hates me, but I will not remember which.",NAND,Control,created,Bad Filler,90,2
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Mary rarely speaks German or French. I don’t remember which.",NAND,Experimental,created,Other DE,71,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: China doesn’t trust the Korean dictator, but they trust President Trump even more.",Contradictory,Control,original,Bad Filler,52,2
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: John rarely goes to the grocery story or the post office. I don’t remember which.",NAND,Experimental,created,Other DE,70,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: I bring my phone with me everywhere I go.",NAND,Control,created,Easy Good,99,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: There were some countries targeted for the attack, but I will not remember which.",Contradictory,Control,original,Bad Filler,37,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Jamie is happy. She left being pulled over without a ticket for speeding or a ticket for a broken tail light. She’s happy she doesn’t have any tickets to pay.",NOR,Experimental,created,Without,62,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: The train didn’t get here on time, but nobody told us why.",Contradictory,Control,original,Good Filler,27,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Mary is sad. She left the restaurant without a sandwich or a cake. I don’t know which.",NAND,Experimental,created,Without,61,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: The tea in the kettle was very hot.",NAND,Control,created,Easy Good,94,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Mary doubts that Paul read The Brothers Karamazov or Anna Karenina. She thinks he had time for only one of them.",NAND,Experimental,original,Other DE,16,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Amy came back from the mall without buying a sweater or perfume I'm not sure which.",NAND,Experimental,created,Without,65,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: I remember there was a family conflict. Mary didn’t speak with her mother or her sister. She was only talking with her father after that.",NOR,Experimental,original,Negation,5,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: I like orange juice. I hate orange juice.",NAND,Control,created,Easy Bad,112,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Few people are able to recite the national anthem or the pledge of allegiance. So most can recite both.",Contradictory,Experimental,created,Other DE,67,2
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: My aunt was very happy this morning. She was excited to see her friend after a long time.",NAND,Control,created,Good Filler,73,6
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Mary didn’t like the restaurant we went to last night. She thought it was too expensive.",Contradictory,Control,original,Good Filler,24,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: I will always remember to submit my homework on time. There must be a shrimp in my soup.",NAND,Control,created,Bad Filler,91,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: She said that a biography of one of the US presidents will be out this year, but I can’t remember any of it.",Contradictory,Control,original,Bad Filler,50,2
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: When he was little, John would rarely sleep with his mother or his father. He always preferred to sleep alone.",NOR,Experimental,original,Other DE,17,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: My mom doesn't like the sound of loud chewing.",NAND,Control,created,Easy Good,93,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: I really liked the concert. The cellist should be playing brilliantly.",Contradictory,Control,original,Bad Filler,40,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: I wonder why John didn’t stay until the end of the meeting yesterday. As far as I know, he had to leave early because he had to pick up his kid from the airport.",Contradictory,Control,original,Good Filler,34,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Friendship is very important to me.",NAND,Control,created,Easy Good,109,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Jim said he wants to eat less junk food. I guess that's why he came back from the grocery store without cake or soda. So I saw cake, soda, and chocolate in the grocery bags he brought home.",Contradictory,Experimental,created,Without,63,2
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: John went on holiday without his mother or his father. I don’t remember which.",NAND,Experimental,original,Without,10,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Mary ordered oysters at the official dinner last night, but John could never have done that; he hates oysters.",Contradictory,Control,original,Good Filler,31,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: I spent all night cramming for my test today. I'll definitely forget all the information I just learned by tomorrow.",NAND,Control,created,Good Filler,78,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Mary was very happy this morning. She gave a good talk at the conference on Monday.",Contradictory,Control,original,Good Filler,28,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Trains travel very fast. Trains don't travel very fast.",NAND,Control,created,Easy Bad,119,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: I've been to New York. I haven't been to New York.",NAND,Control,created,Easy Bad,124,2
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: The books on the shelf are very old.",NAND,Control,created,Easy Good,107,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: I wonder how Jane manages to look so young at 62. I guess she must have a healthy diet.",Contradictory,Control,original,Good Filler,33,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: The property tax raise affected many families in the area. Luckily no families were affected.",NAND,Control,created,Bad Filler,88,2
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: The results of the election are not out yet, but I don't remember who won.",Contradictory,Control,original,Bad Filler,41,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: The books on the shelf are very old.",NOR,Control,created,Easy Good,107,7
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Mary is sad. She left the restaurant without a sandwich or a cake. So she spent ten dollars on the sandwich and the cake.",Contradictory,Experimental,created,Without,61,2
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Jamie doesn’t like trees or flowers. So she's a huge nature buff.",Contradictory,Experimental,created,Negation,56,2
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: John saw two performances by this artist. He thinks he is the best opera singer he ever listened to.",NOR,Control,original,Good Filler,22,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: My dad is bald. My dad is not bald.",NOR,Control,created,Easy Bad,120,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Two of the suspects were caught yesterday, but no names have been released yet.",NOR,Control,original,Good Filler,20,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: John's son is a very picky eater. The only thing he'll willingly eat is mac and cheese.",NOR,Control,created,Good Filler,86,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: It is raining right now. It is not raining right now.",NOR,Control,created,Easy Bad,117,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Jim hasn't been to the movie theater in years. He hates the smell of popcorn.",NOR,Control,created,Good Filler,81,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: They haven't had another event at this school after the bomb threats last year.",NOR,Control,created,Good Filler,82,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: The property tax raise affected many families in the area. Luckily no families were affected.",NOR,Control,created,Bad Filler,88,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: It’s cold in this house. I bet you, John didn’t close the window or the back door.  Look, just as I said, both of them are wide open!",NOR,Experimental,original,Negation,2,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Julie tried to seduce Jim at the party. And Mary did the same thing with Paul.",NOR,Control,original,Good Filler,30,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Some countries have very strict politics against immigration. This situation is not going to change anytime soon.",NOR,Control,original,Good Filler,23,2
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: I've been to New York. I haven't been to New York.",NOR,Control,created,Easy Bad,124,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: I love going to the gym. I'm there almost every day.",NOR,Control,created,Good Filler,84,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: My aunt was very happy this morning. She was excited to see her friend after a long time.",NOR,Control,created,Good Filler,73,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Apparently, few people are able to recite back a sequence of twelve letters or twelve numbers. The limit is usually ten.",NOR,Experimental,original,Other DE,14,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Peter told me he needed to travel light. To judge by the small size of his bag, he was travelling without his computer or his movie camera.  I am sure he was a lot happier without electronic devices.",NOR,Experimental,original,Without,11,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: John rarely visits his sister or his mother. He says that they make him uncomfortable.",NOR,Experimental,original,Other DE,18,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Jamie is happy. She left being pulled over without a ticket for speeding or a ticket for a broken tail light. So she received two tickets during the stop.",Contradictory,Experimental,created,Without,62,2
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: That's my water bottle. That's not my water bottle.",NOR,Control,created,Easy Bad,126,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: If I remember correctly, Mary doesn’t play softball or soccer. She doesn’t play any ball sports.",NOR,Experimental,created,Negation,54,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Sometimes it snows heavily during the winter.",NOR,Control,created,Easy Good,97,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: John doubts that Sue played football or tennis. So he thinks she did both.",Contradictory,Experimental,original,Other DE,15,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: What is your impression after meeting our two new PhD students, Lina and Leo, today? Lina seems very motivated and with a strong background in syntax, but Leo, I cannot really tell.",NOR,Control,original,Good Filler,35,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Driving to work during rush hour is hard.",NOR,Control,created,Easy Good,104,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: That kid likes toads. That kid does not like toads.",NOR,Control,created,Easy Bad,128,1
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: China doesn’t trust the Korean dictator, but they trust President Trump even more.",NOR,Control,original,Bad Filler,52,2
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: The teacher assigned homework for the week.",NOR,Control,created,Easy Good,96,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Some of the students speak English well, but not all of them.",NOR,Control,original,Good Filler,19,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Her phone is about to run out of battery. Her phone is not about to run out of battery.",NOR,Control,created,Easy Bad,127,1
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Mary prefers Jesse to deliver their speech. And John prefers Michael’s.",NOR,Control,original,Bad Filler,51,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: I will always remember to submit my homework on time. There must be a shrimp in my soup.",NOR,Control,created,Bad Filler,91,2
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: They shut down some museums after the attacks. But I don’t know which ones.",NOR,Control,original,Good Filler,21,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Sue recommended two books to read during holidays, but I looked for them in libraries.",NOR,Control,original,Bad Filler,36,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Jane is worried. She got to the airport without her passport or her credit card. I don't remember which.",NAND,Experimental,original,Without,7,2
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: John didn’t get the job. He didn’t bring his resume or a list of references. So he brought his resume, a list of references, and a thoughful present.",Contradictory,Experimental,created,Negation,59,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: The baseball cap helps keep the sun off my face.",NOR,Control,created,Easy Good,110,7
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: John doubts Mary knows Spanish or French. He thinks she can only speak English.",NOR,Experimental,created,Other DE,69,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: One of my teachers hates me, but I will not remember which.",NOR,Control,created,Bad Filler,90,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Mary rarely speaks German or French. She usually only speaks English.",NOR,Experimental,created,Other DE,71,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: I didn’t know the neighbors before moving here, even if I find it really generous.",NOR,Control,original,Bad Filler,45,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: It's cold outside. It's not cold outside.",NOR,Control,created,Easy Bad,113,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: My grandmother made these cookies without rum or cinnamon. Instead of those ingredients she added homemade brandy.",NOR,Experimental,original,Without,9,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: If I understood correctly, John was scolded by his father yesterday. Today his mother tried to put an end to it.",NOR,Control,original,Bad Filler,47,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Two theses from our department participated in the Best Doctoral Dissertation Award Competition, but neither of them won.",NOR,Control,original,Good Filler,29,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: I spent all night cramming for my test today. I'll definitely forget all the information I just learned by tomorrow.",NOR,Control,created,Good Filler,78,3
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: If I remember correctly, John doesn’t drink wine or beer.  The doctor has forbidden him alcohol.",NOR,Experimental,original,Negation,1,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Jim was upset with me yesterday. He thought I ate his cake, but I didn't.",NOR,Control,created,Good Filler,74,5
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: If I remember correctly, the war started three years ago. A year earlier, the United Nations tried to put an end to it.",NOR,Control,original,Bad Filler,49,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: Mary was very happy this morning. She gave a good talk at the conference on Monday.",NOR,Control,original,Good Filler,28,4
"On a scale of 1 to 7, 1 being very unnatural and 7 being very natural, rate how natural the following sentence(s) is: She said that a biography of one of the US presidents will be out this year, but I can’t remember any of it.",NOR,Control,original,Bad Filler,50,4
