Prompt,Continuation,Condition,Study,Type,Original order,Response
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): The earthquake affected some buildings in our area. Luckily no building was affected.",NOR,Control,original,Bad Filler,38,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Amy came back from the mall without buying a sweater or perfume She said she couldn't find anything she liked there.",NOR,Experimental,created,Without,65,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Amy hates cilantro. She says it tastes like soap to her.",NOR,Control,created,Good Filler,80,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): I was late to work today. The traffic this morning was much worse than usual.",NOR,Control,created,Good Filler,76,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): I enjoy skiing, I don't enjoy skiing.",NOR,Control,created,Easy Bad,129,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): It is raining right now. It is not raining right now.",NOR,Control,created,Easy Bad,117,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): John rarely goes to the grocery story or the post office. He doesn’t really leave his house.",NOR,Experimental,created,Other DE,70,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): I remember there was a family conflict. Mary didn’t speak with her mother or her sister. I don’t know which.",NAND,Experimental,original,Negation,5,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): If I understood correctly, John was scolded by his father yesterday. Today his mother tried to put an end to it.",NOR,Control,original,Bad Filler,47,5
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): My grandparents have a hard time understanding me. English is not their first language.",NOR,Control,created,Good Filler,83,5
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): It seems John has lived here for years without medical or house insurance. Only now has it occurred to him that he needs both of them.",NOR,Experimental,original,Without,8,2
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): It’s cold in this house. I bet you, John didn’t close the window or the back door.  So, look, both the window and back door are closed.",Contradictory,Experimental,original,Negation,2,5
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Jim is almost always on time. He says he sets three alarm clocks to wake him up in the morning.",NOR,Control,created,Good Filler,77,7
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): John didn’t go on holidays this year. I can’t remember where.",NOR,Control,original,Bad Filler,42,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Mary ordered oysters at the official dinner last night, but John could never have done that; he hates oysters.",NOR,Control,original,Good Filler,31,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): John didn’t get the job. He didn’t bring his resume or a list of references. So he brought his resume, a list of references, and a thoughful present.",Contradictory,Experimental,created,Negation,59,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): The trees are very green this time of year.",NOR,Control,created,Easy Good,105,6
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Driving to work during rush hour is hard.",NOR,Control,created,Easy Good,104,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Apparently, few people are able to recite back a sequence of twelve letters or twelve numbers. The limit is usually ten.",NOR,Experimental,original,Other DE,14,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Mary always brags about her famous cherry pie recipe. She's very proud of it.",NOR,Control,created,Good Filler,72,5
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): I will always remember to submit my homework on time. There must be a shrimp in my soup.",NOR,Control,created,Bad Filler,91,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): They shut down some museums after the attacks. But I don’t know which ones.",NOR,Control,original,Good Filler,21,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Jim said he wants to eat less junk food. I guess that's why he came back from the grocery store without cake or soda. He's sworn off both.",NOR,Experimental,created,Without,63,6
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): That kid likes toads. That kid does not like toads.",NOR,Control,created,Easy Bad,128,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Jim was upset with me yesterday. He thought I ate his cake, but I didn't.",NOR,Control,created,Good Filler,74,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Sue recommended two books to read during holidays, but I looked for them in libraries.",NOR,Control,original,Bad Filler,36,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Sometimes it snows heavily during the winter.",NOR,Control,created,Easy Good,97,6
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): I drove to the store to buy some milk.",NOR,Control,created,Easy Good,111,6
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): My sister told me to walk the dog.",NOR,Control,created,Easy Good,106,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Julie tried to seduce Jim at the party. And Mary did the same thing with Paul.",NOR,Control,original,Good Filler,30,2
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Weddings are a very lovely time.",NOR,Control,created,Easy Good,100,6
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): He walked the dog yesterday. He did not walk the dog yesterday.",NOR,Control,created,Easy Bad,122,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): I spent all night cramming for my test today. I'll definitely forget all the information I just learned by tomorrow.",NOR,Control,created,Good Filler,78,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): The lunch break at school is very short. The kids rarely finish their lunch.",NOR,Control,original,Good Filler,26,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Two of the suspects were caught yesterday, but no names have been released yet.",NOR,Control,original,Good Filler,20,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): The tea in the kettle was very hot.",NOR,Control,created,Easy Good,94,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Peter told me he needed to travel light. To judge by the small size of his bag, he was travelling without his computer or his movie camera.  I am sure he was a lot happier without electronic devices.",NOR,Experimental,original,Without,11,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): The results of the election are not out yet, but I don't remember who won.",NOR,Control,original,Bad Filler,41,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Jamie plays softball. Jamie does not play softball.",NOR,Control,created,Easy Bad,115,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Paul can’t stand his colleagues, but I don’t know why.",NOR,Control,original,Good Filler,25,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): When he was little, John would rarely sleep with his mother or his father. I don’t remember which.",NAND,Experimental,original,Other DE,17,2
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): I like orange juice. I hate orange juice.",NOR,Control,created,Easy Bad,112,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Jim hasn't been to the movie theater in years. He hates the smell of popcorn.",NOR,Control,created,Good Filler,81,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): My grandmother made these cookies without rum or cinnamon. So the cookies tasted like rum and cinnamon.",Contradictory,Experimental,original,Without,9,2
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Right now, I know the content of the talk I just gave very well, but in a year I will be incapable of remembering anything at all.",NOR,Control,original,Good Filler,32,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Two theses from our department participated in the Best Doctoral Dissertation Award Competition, but neither of them won.",NOR,Control,original,Good Filler,29,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Kate used to live without coffee or chocolate. I don't remember which.",NAND,Experimental,original,Without,12,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Amy has three jobs. I don't know how she does it.",NOR,Control,created,Good Filler,87,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): The road is wet. The road is not wet. ",NOR,Control,created,Easy Bad,131,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): I didn’t know the neighbors before moving here, even if I find it really generous.",NOR,Control,original,Bad Filler,45,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): I don’t understand what really happened. It seems that the girl pushed Bill again. And so will be John.",NOR,Control,original,Bad Filler,46,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Mary doubts that John watched Mission Impossible or James Bond. She thinks he wouldn’t watch any action movies.",NOR,Experimental,created,Other DE,68,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): My name is Jessica. My name is not Jessica.",NOR,Control,created,Easy Bad,114,1
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): The soccer game was very exciting.",NOR,Control,created,Easy Good,101,7
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): The train didn’t get here on time, but nobody told us why.",NOR,Control,original,Good Filler,27,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): John doubts Mary knows Spanish or French. So he has heard her speaking both.",Contradictory,Experimental,created,Other DE,69,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Some countries have very strict politics against immigration. This situation is not going to change anytime soon.",NOR,Control,original,Good Filler,23,1
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): John doubts that Sue played football or tennis. He thinks she never did any ball sports.",NOR,Experimental,original,Other DE,15,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Jane is worried. She got to the airport without her passport or her credit card. So she had her passport and her credit card in her bag.",Contradictory,Experimental,original,Without,7,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Her phone is about to run out of battery. Her phone is not about to run out of battery.",NOR,Control,created,Easy Bad,127,1
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): That's my water bottle. That's not my water bottle.",NOR,Control,created,Easy Bad,126,1
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): I bring my phone with me everywhere I go.",NOR,Control,created,Easy Good,99,6
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Friendship is very important to me.",NOR,Control,created,Easy Good,109,7
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Mary prefers Jesse to deliver their speech. And John prefers Michael’s.",NOR,Control,original,Bad Filler,51,5
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): The books on the shelf are very old.",NOR,Control,created,Easy Good,107,5
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Running into my classmates at the mall is very common.",NOR,Control,created,Easy Good,98,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Jamie is happy. She left being pulled over without a ticket for speeding or a ticket for a broken tail light. So she received two tickets during the stop.",Contradictory,Experimental,created,Without,62,2
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): I really liked the concert. The cellist should be playing brilliantly.",NOR,Control,original,Bad Filler,40,5
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): If I remember correctly, the war started three years ago. A year earlier, the United Nations tried to put an end to it.",NOR,Control,original,Bad Filler,49,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Mary doesn’t like cats or dogs. I don’t remember which.",NAND,Experimental,original,Negation,6,5
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): The property tax raise affected many families in the area. Luckily no families were affected.",NOR,Control,created,Bad Filler,88,2
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): John invited Mary to a barbecue restaurant yesterday. She declined because she's vegetarian.",NOR,Control,created,Good Filler,75,7
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): It's cold outside. It's not cold outside.",NOR,Control,created,Easy Bad,113,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): I am tall. I am not tall.",NOR,Control,created,Easy Bad,121,6
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Mary didn’t let us know her decision yet. She will have done that already.",NOR,Control,original,Bad Filler,43,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Mary rarely speaks German or French. She usually only speaks English.",NOR,Experimental,created,Other DE,71,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): The tree is old. The tree is not old.",NOR,Control,created,Easy Bad,123,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): My dog is small. My dog is not small.",NOR,Control,created,Easy Bad,130,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Few people took the appetizer or the dessert. I don’t remember which.",NAND,Experimental,original,Other DE,13,5
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): When we ate at the seafood restaurant, my brother's face puffed up and turned red. That's how we found out he has a seafood allergy.",NOR,Control,created,Good Filler,85,6
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): My aunt was very happy this morning. She was excited to see her friend after a long time.",NOR,Control,created,Good Filler,73,7
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): I forgot to eat dinner. I didn't forget to eat dinner.",NOR,Control,created,Easy Bad,125,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): I wonder why John didn’t stay until the end of the meeting yesterday. As far as I know, he had to leave early because he had to pick up his kid from the airport.",NOR,Control,original,Good Filler,34,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Mary was upset about failing the test, even if I find it really expensive. ",NOR,Control,created,Bad Filler,89,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): John is upset. Clearly, he didn’t pass the semantics or the syntax exam.  I wonder which it was.",NAND,Experimental,original,Negation,4,6
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): John is annoyed. Mary showed up to his birthday party without a present or a card. She forgot them both at home.",NOR,Experimental,created,Without,60,2
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): The teacher assigned homework for the week.",NOR,Control,created,Easy Good,96,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): If I remember correctly, Mary didn’t invite John or Suzi to her birthday party. She’s upset with both of them and doesn’t want to see them.",NOR,Experimental,original,Negation,3,2
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Mary doubts that Paul read The Brothers Karamazov or Anna Karenina. She thinks he never reads Russian literature.",NOR,Experimental,original,Other DE,16,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): The baseball cap helps keep the sun off my face.",NOR,Control,created,Easy Good,110,6
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): If I remember correctly, John doesn’t drink wine or beer.  The doctor has forbidden him alcohol.",NOR,Experimental,original,Negation,1,1
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Dan was upset with his grade. I shouldn’t have been the problem.",NOR,Control,original,Bad Filler,44,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Jamie doesn’t like trees or flowers. So she's a huge nature buff.",Contradictory,Experimental,created,Negation,56,1
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): My mom doesn't like the sound of loud chewing.",NOR,Control,created,Easy Good,93,6
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): She said that a biography of one of the US presidents will be out this year, but I can’t remember any of it.",NOR,Control,original,Bad Filler,50,2
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): John saw two performances by this artist. He thinks he is the best opera singer he ever listened to.",NOR,Control,original,Good Filler,22,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): If I remember correctly, Annie doesn’t like chocolate or pie. I don’t know which.",NAND,Experimental,created,Negation,55,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): I wonder how Jane manages to look so young at 62. I guess she must have a healthy diet.",NOR,Control,original,Good Filler,33,5
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Trains travel very fast. Trains don't travel very fast.",NOR,Control,created,Easy Bad,119,"5, 3"
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): The smoke alarm went off. I bet John didn’t open the window or the door. I wonder which.",NAND,Experimental,created,Negation,57,2
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): John made it through all of college without buying coffee or bread. So John lived on toast and black coffee during college.",Contradictory,Experimental,created,Without,64,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): The trash is overflowing in my apartment.",NOR,Control,created,Easy Good,103,2
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): There were some countries targeted for the attack, but I will not remember which.",NOR,Control,original,Bad Filler,37,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): The baseball cap helps keep the sun off my face.",NOR,Control,created,Easy Good,110,7
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): My sister told me to walk the dog.",NOR,Control,created,Easy Good,106,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): When he was little, John would rarely sleep with his mother or his father. I don’t remember which.",NAND,Experimental,original,Other DE,17,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): China doesn’t trust the Korean dictator, but they trust President Trump even more.",Contradictory,Control,original,Bad Filler,52,5
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): The earthquake affected some buildings in our area. Luckily no building was affected.",Contradictory,Control,original,Bad Filler,38,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): My grandparents have a hard time understanding me. English is not their first language.",NOR,Control,created,Good Filler,83,5
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): John's son is a very picky eater. The only thing he'll willingly eat is mac and cheese.",NOR,Control,created,Good Filler,86,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): If I remember correctly, John doesn’t drink wine or beer.  The doctor has forbidden him alcohol.",NOR,Experimental,original,Negation,1,1
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): The lunch break at school is very short. The kids rarely finish their lunch.",Contradictory,Control,original,Good Filler,26,2
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): The tea in the kettle was very hot.",NOR,Control,created,Easy Good,94,6
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Some of the students speak English well, but not all of them.",Contradictory,Control,original,Good Filler,19,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Few people took the appetizer or the dessert. So both were gone by the end of the night.",Contradictory,Experimental,original,Other DE,13,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): I will always remember to submit my homework on time. There must be a shrimp in my soup.",NOR,Control,created,Bad Filler,91,"3, 1"
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): She can play the piano. She cannot play the piano.",NOR,Control,created,Easy Bad,116,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Paul can’t stand his colleagues, but I don’t know why.",Contradictory,Control,original,Good Filler,25,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): The property tax raise affected many families in the area. Luckily no families were affected.",NOR,Control,created,Bad Filler,88,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): If I remember correctly, the war started three years ago. A year earlier, the United Nations tried to put an end to it.",Contradictory,Control,original,Bad Filler,49,5
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): The trash is overflowing in my apartment.",NOR,Control,created,Easy Good,103,2
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): I remember there was a family conflict. Mary didn’t speak with her mother or her sister. She was only talking with her father after that.",NOR,Experimental,original,Negation,5,6
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): John didn’t get the job. He didn’t bring his resume or a list of references. He didn’t bring either.",NOR,Experimental,created,Negation,59,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): The books on the shelf are very old.",NOR,Control,created,Easy Good,107,6
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Few people are able to recite the national anthem or the pledge of allegiance. I don’t remember which.",NAND,Experimental,created,Other DE,67,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Two of the suspects were caught yesterday, but no names have been released yet.",Contradictory,Control,original,Good Filler,20,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Mary ordered oysters at the official dinner last night, but John could never have done that; he hates oysters.",Contradictory,Control,original,Good Filler,31,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): The mansion was very big.",NOR,Control,created,Easy Good,92,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Jim is almost always on time. He says he sets three alarm clocks to wake him up in the morning.",NOR,Control,created,Good Filler,77,6
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): My grandmother made these cookies without rum or cinnamon. So the cookies tasted like rum and cinnamon.",Contradictory,Experimental,original,Without,9,2
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): That kid likes toads. That kid does not like toads.",NOR,Control,created,Easy Bad,128,6
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): That's my water bottle. That's not my water bottle.",NOR,Control,created,Easy Bad,126,6
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): If I remember correctly, John doesn’t drink orange juice or apple juice. I don’t know which.",NAND,Experimental,created,Negation,53,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Kate used to live without coffee or chocolate. So she used to buy a lot of lattes and chocolate chip cookies.",Contradictory,Experimental,original,Without,12,5
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): I forgot to eat dinner. I didn't forget to eat dinner.",NOR,Control,created,Easy Bad,125,3
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): A group of children played on the playground.",NOR,Control,created,Easy Good,95,7
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): John is annoyed. Mary showed up to his birthday party without a present or a card. So Mary brought a thoughtful gift and a handwritten card to John's birthday party.",Contradictory,Experimental,created,Without,60,6
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): I like the snow. I don't like the snow.",NOR,Control,created,Easy Bad,118,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): I really liked the concert. The cellist should be playing brilliantly.",Contradictory,Control,original,Bad Filler,40,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): I wonder why John didn’t stay until the end of the meeting yesterday. As far as I know, he had to leave early because he had to pick up his kid from the airport.",Contradictory,Control,original,Good Filler,34,6
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): If I understood correctly, John was scolded by his father yesterday. Today his mother tried to put an end to it.",Contradictory,Control,original,Bad Filler,47,5
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): Jim said he wants to eat less junk food. I guess that's why he came back from the grocery store without cake or soda. I forget which.",NAND,Experimental,created,Without,63,6
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): I don’t understand what really happened. It seems that the girl pushed Bill again. And so will be John.",Contradictory,Control,original,Bad Filler,46,2
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): The results of the election are not out yet, but I don't remember who won.",Contradictory,Control,original,Bad Filler,41,4
"On a scale of 1 to 7, 1 being not acceptable and 7 being very acceptable, how acceptable is/are the following sentence(s): The train didn’t get here on time, but nobody told us why.",Contradictory,Control,original,Good Filler,27,4
